,Match_URL,Map_Name,Map_ID,Duration,Team_1,URL_1,Score_1,Attacking_Score_1,Defending_Score_1,Team_2,URL_2,Score_2,Attacking_Score_2,Defending_Score_2
0,/220453/nrg-esports-vs-paper-rex-champions-tour-2023-masters-tokyo-lr3,Pearl,132730,1:14:29,NRG Esports,/team/1034/nrg-esports,13,5,7,Paper Rex,/team/624/paper-rex,15,5,7
1,/220453/nrg-esports-vs-paper-rex-champions-tour-2023-masters-tokyo-lr3,Lotus,132731,43:29,NRG Esports,/team/1034/nrg-esports,13,10,3,Paper Rex,/team/624/paper-rex,6,4,2
2,/220453/nrg-esports-vs-paper-rex-champions-tour-2023-masters-tokyo-lr3,Bind,132732,50:46,NRG Esports,/team/1034/nrg-esports,11,7,4,Paper Rex,/team/624/paper-rex,13,8,5
3,/220447/fnatic-vs-evil-geniuses-champions-tour-2023-masters-tokyo-ubf,Lotus,132710,50:58,FNATIC,/team/2593/fnatic,13,10,3,Evil Geniuses,/team/5248/evil-geniuses,3,1,2
4,/220447/fnatic-vs-evil-geniuses-champions-tour-2023-masters-tokyo-ubf,Fracture,132711,50:13,FNATIC,/team/2593/fnatic,9,3,6,Evil Geniuses,/team/5248/evil-geniuses,13,4,9
5,/220447/fnatic-vs-evil-geniuses-champions-tour-2023-masters-tokyo-ubf,Split,132712,57:58,FNATIC,/team/2593/fnatic,13,7,6,Evil Geniuses,/team/5248/evil-geniuses,11,6,5
6,/220452/paper-rex-vs-edward-gaming-champions-tour-2023-masters-tokyo-lr2,Fracture,132727,1:03:40,Paper Rex,/team/624/paper-rex,14,4,8,EDward Gaming,/team/1120/edward-gaming,12,4,8
7,/220452/paper-rex-vs-edward-gaming-champions-tour-2023-masters-tokyo-lr2,Split,132728,49:36,Paper Rex,/team/624/paper-rex,9,3,6,EDward Gaming,/team/1120/edward-gaming,13,6,7
8,/220452/paper-rex-vs-edward-gaming-champions-tour-2023-masters-tokyo-lr2,Lotus,132729,48:13,Paper Rex,/team/624/paper-rex,13,5,8,EDward Gaming,/team/1120/edward-gaming,8,4,4
9,/220451/team-liquid-vs-nrg-esports-champions-tour-2023-masters-tokyo-lr2,Haven,132724,1:11:07,Team Liquid,/team/474/team-liquid,12,4,8,NRG Esports,/team/1034/nrg-esports,14,4,8
10,/220451/team-liquid-vs-nrg-esports-champions-tour-2023-masters-tokyo-lr2,Ascent,132725,55:51,Team Liquid,/team/474/team-liquid,13,7,6,NRG Esports,/team/1034/nrg-esports,8,3,5
11,/220451/team-liquid-vs-nrg-esports-champions-tour-2023-masters-tokyo-lr2,Split,132726,44:01,Team Liquid,/team/474/team-liquid,5,1,4,NRG Esports,/team/1034/nrg-esports,13,8,5
12,/220445/paper-rex-vs-fnatic-champions-tour-2023-masters-tokyo-ubsf,Lotus,132704,51:14,Paper Rex,/team/624/paper-rex,5,0,5,FNATIC,/team/2593/fnatic,13,1,12
13,/220445/paper-rex-vs-fnatic-champions-tour-2023-masters-tokyo-ubsf,Bind,132705,42:58,Paper Rex,/team/624/paper-rex,7,4,3,FNATIC,/team/2593/fnatic,13,9,4
14,/220446/team-liquid-vs-evil-geniuses-champions-tour-2023-masters-tokyo-ubsf,Fracture,132707,42:10,Team Liquid,/team/474/team-liquid,2,1,1,Evil Geniuses,/team/5248/evil-geniuses,13,11,2
15,/220446/team-liquid-vs-evil-geniuses-champions-tour-2023-masters-tokyo-ubsf,Haven,132708,48:18,Team Liquid,/team/474/team-liquid,9,5,4,Evil Geniuses,/team/5248/evil-geniuses,13,6,7
16,/220449/drx-vs-nrg-esports-champions-tour-2023-masters-tokyo-lr1,Pearl,132718,1:08:18,DRX,/team/8185/drx,11,3,8,NRG Esports,/team/1034/nrg-esports,13,4,9
17,/220449/drx-vs-nrg-esports-champions-tour-2023-masters-tokyo-lr1,Haven,132719,42:25,DRX,/team/8185/drx,5,4,1,NRG Esports,/team/1034/nrg-esports,13,5,8
18,/220450/edward-gaming-vs-loud-champions-tour-2023-masters-tokyo-lr1,Lotus,132721,57:50,EDward Gaming,/team/1120/edward-gaming,13,8,5,LOUD,/team/6961/loud,6,2,4
19,/220450/edward-gaming-vs-loud-champions-tour-2023-masters-tokyo-lr1,Fracture,132722,51:24,EDward Gaming,/team/1120/edward-gaming,13,8,5,LOUD,/team/6961/loud,10,7,3
20,/220441/paper-rex-vs-drx-champions-tour-2023-masters-tokyo-ubqf,Split,132692,1:02:11,Paper Rex,/team/624/paper-rex,13,9,4,DRX,/team/8185/drx,10,7,3
21,/220441/paper-rex-vs-drx-champions-tour-2023-masters-tokyo-ubqf,Bind,132693,49:51,Paper Rex,/team/624/paper-rex,13,5,8,DRX,/team/8185/drx,10,4,6
22,/220442/fnatic-vs-nrg-esports-champions-tour-2023-masters-tokyo-ubqf,Fracture,132695,1:04:59,FNATIC,/team/2593/fnatic,13,7,6,NRG Esports,/team/1034/nrg-esports,9,6,3
23,/220442/fnatic-vs-nrg-esports-champions-tour-2023-masters-tokyo-ubqf,Bind,132696,44:22,FNATIC,/team/2593/fnatic,13,10,3,NRG Esports,/team/1034/nrg-esports,4,2,2
24,/220443/team-liquid-vs-edward-gaming-champions-tour-2023-masters-tokyo-ubqf,Haven,132698,1:01:45,Team Liquid,/team/474/team-liquid,13,7,6,EDward Gaming,/team/1120/edward-gaming,9,6,3
25,/220443/team-liquid-vs-edward-gaming-champions-tour-2023-masters-tokyo-ubqf,Split,132699,51:48,Team Liquid,/team/474/team-liquid,8,2,6,EDward Gaming,/team/1120/edward-gaming,13,6,7
26,/220443/team-liquid-vs-edward-gaming-champions-tour-2023-masters-tokyo-ubqf,Lotus,132700,58:09,Team Liquid,/team/474/team-liquid,13,8,5,EDward Gaming,/team/1120/edward-gaming,11,7,4
27,/220444/loud-vs-evil-geniuses-champions-tour-2023-masters-tokyo-ubqf,Fracture,132701,52:43,LOUD,/team/6961/loud,7,4,3,Evil Geniuses,/team/5248/evil-geniuses,13,9,4
28,/220444/loud-vs-evil-geniuses-champions-tour-2023-masters-tokyo-ubqf,Ascent,132702,48:02,LOUD,/team/6961/loud,5,5,0,Evil Geniuses,/team/5248/evil-geniuses,13,6,7
29,/220295/t1-vs-edward-gaming-champions-tour-2023-masters-tokyo-decider-a,Fracture,132551,48:53,T1,/team/14/t1,4,0,4,EDward Gaming,/team/1120/edward-gaming,13,8,5
30,/220295/t1-vs-edward-gaming-champions-tour-2023-masters-tokyo-decider-a,Haven,132552,44:24,T1,/team/14/t1,6,4,2,EDward Gaming,/team/1120/edward-gaming,13,10,3
31,/220300/drx-vs-fut-esports-champions-tour-2023-masters-tokyo-decider-b,Bind,132566,1:03:49,DRX,/team/8185/drx,9,3,6,FUT Esports,/team/1184/fut-esports,13,4,9
32,/220300/drx-vs-fut-esports-champions-tour-2023-masters-tokyo-decider-b,Fracture,132567,49:00,DRX,/team/8185/drx,13,7,6,FUT Esports,/team/1184/fut-esports,8,6,2
33,/220300/drx-vs-fut-esports-champions-tour-2023-masters-tokyo-decider-b,Haven,132568,36:15,DRX,/team/8185/drx,13,2,11,FUT Esports,/team/1184/fut-esports,4,1,3
34,/220294/natus-vincere-vs-edward-gaming-champions-tour-2023-masters-tokyo-elim-a,Pearl,132548,1:32:42,Natus Vincere,/team/4915/natus-vincere,15,7,5,EDward Gaming,/team/1120/edward-gaming,17,7,5
35,/220294/natus-vincere-vs-edward-gaming-champions-tour-2023-masters-tokyo-elim-a,Bind,132549,1:01:27,Natus Vincere,/team/4915/natus-vincere,12,6,6,EDward Gaming,/team/1120/edward-gaming,14,6,6
36,/220299/attacking-soul-esports-vs-fut-esports-champions-tour-2023-masters-tokyo-elim-b,Haven,132563,56:12,Attacking Soul Esports,/team/1837/attacking-soul-esports,13,4,9,FUT Esports,/team/1184/fut-esports,8,3,5
37,/220299/attacking-soul-esports-vs-fut-esports-champions-tour-2023-masters-tokyo-elim-b,Ascent,132564,39:12,Attacking Soul Esports,/team/1837/attacking-soul-esports,5,5,0,FUT Esports,/team/1184/fut-esports,13,6,7
38,/220299/attacking-soul-esports-vs-fut-esports-champions-tour-2023-masters-tokyo-elim-b,Lotus,132565,42:27,Attacking Soul Esports,/team/1837/attacking-soul-esports,6,2,4,FUT Esports,/team/1184/fut-esports,13,8,5
39,/220293/nrg-esports-vs-t1-champions-tour-2023-masters-tokyo-winners-a,Lotus,132545,1:10:03,NRG Esports,/team/1034/nrg-esports,11,6,5,T1,/team/14/t1,13,7,6
40,/220293/nrg-esports-vs-t1-champions-tour-2023-masters-tokyo-winners-a,Bind,132546,49:20,NRG Esports,/team/1034/nrg-esports,13,6,7,T1,/team/14/t1,7,1,6
41,/220293/nrg-esports-vs-t1-champions-tour-2023-masters-tokyo-winners-a,Pearl,132547,55:41,NRG Esports,/team/1034/nrg-esports,13,7,6,T1,/team/14/t1,11,6,5
42,/220298/drx-vs-evil-geniuses-champions-tour-2023-masters-tokyo-winners-b,Fracture,132560,51:43,DRX,/team/8185/drx,5,4,1,Evil Geniuses,/team/5248/evil-geniuses,13,5,8
43,/220298/drx-vs-evil-geniuses-champions-tour-2023-masters-tokyo-winners-b,Ascent,132561,55:18,DRX,/team/8185/drx,9,5,4,Evil Geniuses,/team/5248/evil-geniuses,13,6,7
44,/220290/nrg-esports-vs-natus-vincere-champions-tour-2023-masters-tokyo-opening-a,Ascent,132539,1:03:04,NRG Esports,/team/1034/nrg-esports,13,7,6,Natus Vincere,/team/4915/natus-vincere,8,6,2
45,/220290/nrg-esports-vs-natus-vincere-champions-tour-2023-masters-tokyo-opening-a,Lotus,132540,1:02:13,NRG Esports,/team/1034/nrg-esports,12,8,4,Natus Vincere,/team/4915/natus-vincere,14,8,4
46,/220290/nrg-esports-vs-natus-vincere-champions-tour-2023-masters-tokyo-opening-a,Split,132541,47:19,NRG Esports,/team/1034/nrg-esports,13,10,3,Natus Vincere,/team/4915/natus-vincere,6,4,2
47,/222195/9z-team-vs-fusion-challengers-league-latam-finals-playoffs-gf,Pearl,133647,42:55,9z Team,/team/367/9z-team,13,7,6,FUSION,/team/7269/fusion,6,1,5
48,/222195/9z-team-vs-fusion-challengers-league-latam-finals-playoffs-gf,Split,133648,36:43,9z Team,/team/367/9z-team,13,9,4,FUSION,/team/7269/fusion,5,2,3
49,/222195/9z-team-vs-fusion-challengers-league-latam-finals-playoffs-gf,Fracture,133649,30:23,9z Team,/team/367/9z-team,13,11,2,FUSION,/team/7269/fusion,3,2,1
50,/217616/acend-vs-enterprise-esports-challengers-league-east-surge-split-2-gf,Bind,131660,56:43,Acend,/team/3531/acend,15,5,7,Enterprise Esports,/team/876/enterprise-esports,13,5,7
51,/217616/acend-vs-enterprise-esports-challengers-league-east-surge-split-2-gf,Lotus,131661,46:04,Acend,/team/3531/acend,13,6,7,Enterprise Esports,/team/876/enterprise-esports,8,2,6
52,/217616/acend-vs-enterprise-esports-challengers-league-east-surge-split-2-gf,Haven,131662,35:57,Acend,/team/3531/acend,13,5,8,Enterprise Esports,/team/876/enterprise-esports,7,4,3
53,/213639/saw-vs-gtz-esports-challengers-league-portugal-tempest-split-2-gf,Haven,131036,51:23,SAW,/team/2755/saw,13,4,9,GTZ Esports,/team/9762/gtz-esports,11,3,8
54,/213639/saw-vs-gtz-esports-challengers-league-portugal-tempest-split-2-gf,Fracture,131037,34:54,SAW,/team/2755/saw,13,10,3,GTZ Esports,/team/9762/gtz-esports,3,1,2
55,/213639/saw-vs-gtz-esports-challengers-league-portugal-tempest-split-2-gf,Lotus,131038,45:15,SAW,/team/2755/saw,13,7,6,GTZ Esports,/team/9762/gtz-esports,8,6,2
56,/220292/edward-gaming-vs-t1-champions-tour-2023-masters-tokyo-opening-a,Fracture,132542,59:59,EDward Gaming,/team/1120/edward-gaming,10,6,4,T1,/team/14/t1,13,7,6
57,/220292/edward-gaming-vs-t1-champions-tour-2023-masters-tokyo-opening-a,Haven,132543,41:39,EDward Gaming,/team/1120/edward-gaming,13,6,7,T1,/team/14/t1,7,1,6
58,/220292/edward-gaming-vs-t1-champions-tour-2023-masters-tokyo-opening-a,Pearl,132544,59:54,EDward Gaming,/team/1120/edward-gaming,12,6,6,T1,/team/14/t1,14,6,6
59,/220296/drx-vs-attacking-soul-esports-champions-tour-2023-masters-tokyo-opening-b,Fracture,132554,59:50,DRX,/team/8185/drx,13,7,6,Attacking Soul Esports,/team/1837/attacking-soul-esports,10,5,5
60,/220296/drx-vs-attacking-soul-esports-champions-tour-2023-masters-tokyo-opening-b,Pearl,132555,48:18,DRX,/team/8185/drx,13,8,5,Attacking Soul Esports,/team/1837/attacking-soul-esports,7,3,4
61,/220297/fut-esports-vs-evil-geniuses-champions-tour-2023-masters-tokyo-opening-b,Split,132557,57:00,FUT Esports,/team/1184/fut-esports,5,0,5,Evil Geniuses,/team/5248/evil-geniuses,13,7,6
62,/220297/fut-esports-vs-evil-geniuses-champions-tour-2023-masters-tokyo-opening-b,Lotus,132558,1:00:24,FUT Esports,/team/1184/fut-esports,12,6,6,Evil Geniuses,/team/5248/evil-geniuses,14,6,6
63,/214391/all-knights-vs-9z-team-challengers-league-latam-south-fire-split-2-gf,Split,131122,47:46,All Knights,/team/364/all-knights,9,3,6,9z Team,/team/367/9z-team,13,6,7
64,/214391/all-knights-vs-9z-team-challengers-league-latam-south-fire-split-2-gf,Ascent,131123,39:58,All Knights,/team/364/all-knights,7,4,3,9z Team,/team/367/9z-team,13,5,8
65,/214391/all-knights-vs-9z-team-challengers-league-latam-south-fire-split-2-gf,Lotus,131124,34:59,All Knights,/team/364/all-knights,4,1,3,9z Team,/team/367/9z-team,13,9,4
66,/212531/m80-vs-the-guard-challengers-league-north-america-gf,Fracture,130851,49:37,M80,/team/11001/m80,11,4,7,The Guard,/team/6675/the-guard,13,5,8
67,/212531/m80-vs-the-guard-challengers-league-north-america-gf,Lotus,130852,32:49,M80,/team/11001/m80,13,2,11,The Guard,/team/6675/the-guard,1,1,0
68,/212531/m80-vs-the-guard-challengers-league-north-america-gf,Haven,130853,53:09,M80,/team/11001/m80,13,7,6,The Guard,/team/6675/the-guard,11,6,5
69,/212531/m80-vs-the-guard-challengers-league-north-america-gf,Split,130854,53:03,M80,/team/11001/m80,13,5,8,The Guard,/team/6675/the-guard,11,4,7
70,/214691/case-esports-vs-team-queso-challengers-league-spain-rising-split-2-gf,Fracture,131240,57:43,Case Esports,/team/6149/case-esports,14,1,11,Team Queso,/team/4538/team-queso,12,1,11
71,/214691/case-esports-vs-team-queso-challengers-league-spain-rising-split-2-gf,Haven,131241,48:19,Case Esports,/team/6149/case-esports,11,5,6,Team Queso,/team/4538/team-queso,13,6,7
72,/214691/case-esports-vs-team-queso-challengers-league-spain-rising-split-2-gf,Bind,131242,37:05,Case Esports,/team/6149/case-esports,13,10,3,Team Queso,/team/4538/team-queso,3,1,2
73,/214691/case-esports-vs-team-queso-challengers-league-spain-rising-split-2-gf,Split,131243,42:37,Case Esports,/team/6149/case-esports,9,4,5,Team Queso,/team/4538/team-queso,13,5,8
74,/214691/case-esports-vs-team-queso-challengers-league-spain-rising-split-2-gf,Ascent,131244,51:58,Case Esports,/team/6149/case-esports,13,8,5,Team Queso,/team/4538/team-queso,11,7,4
75,/214676/gentle-mates-vs-mandatory-challengers-league-france-revolution-split-2-gf,Haven,131219,53:19,Gentle Mates,/team/12694/gentle-mates,13,8,5,Mandatory,/team/7967/mandatory,10,7,3
76,/214676/gentle-mates-vs-mandatory-challengers-league-france-revolution-split-2-gf,Fracture,131220,54:08,Gentle Mates,/team/12694/gentle-mates,13,6,7,Mandatory,/team/7967/mandatory,10,5,5
77,/214676/gentle-mates-vs-mandatory-challengers-league-france-revolution-split-2-gf,Lotus,131221,54:54,Gentle Mates,/team/12694/gentle-mates,9,5,4,Mandatory,/team/7967/mandatory,13,6,7
78,/214676/gentle-mates-vs-mandatory-challengers-league-france-revolution-split-2-gf,Bind,131222,50:39,Gentle Mates,/team/12694/gentle-mates,9,7,2,Mandatory,/team/7967/mandatory,13,8,5
79,/214676/gentle-mates-vs-mandatory-challengers-league-france-revolution-split-2-gf,Split,131223,46:43,Gentle Mates,/team/12694/gentle-mates,13,6,7,Mandatory,/team/7967/mandatory,7,5,2
80,/217618/diamant-esports-vs-enterprise-esports-challengers-league-east-surge-split-2-lbf,Lotus,131668,51:17,Diamant Esports,/team/8049/diamant-esports,13,9,4,Enterprise Esports,/team/876/enterprise-esports,11,8,3
81,/217618/diamant-esports-vs-enterprise-esports-challengers-league-east-surge-split-2-lbf,Ascent,131669,52:48,Diamant Esports,/team/8049/diamant-esports,11,6,5,Enterprise Esports,/team/876/enterprise-esports,13,7,6
82,/217618/diamant-esports-vs-enterprise-esports-challengers-league-east-surge-split-2-lbf,Pearl,131670,47:44,Diamant Esports,/team/8049/diamant-esports,9,5,4,Enterprise Esports,/team/876/enterprise-esports,13,6,7
83,/217618/diamant-esports-vs-enterprise-esports-challengers-league-east-surge-split-2-lbf,Haven,131671,33:28,Diamant Esports,/team/8049/diamant-esports,13,9,4,Enterprise Esports,/team/876/enterprise-esports,3,0,3
84,/217618/diamant-esports-vs-enterprise-esports-challengers-league-east-surge-split-2-lbf,Split,131672,45:01,Diamant Esports,/team/8049/diamant-esports,9,3,6,Enterprise Esports,/team/876/enterprise-esports,13,4,9
85,/188517/cgn-esports-vs-mouz-challengers-league-dach-evolution-split-2-playoffs-gf,Haven,122903,1:05:21,CGN Esports,/team/5214/cgn-esports,13,7,6,MOUZ,/team/8044/mouz,8,6,2
86,/188517/cgn-esports-vs-mouz-challengers-league-dach-evolution-split-2-playoffs-gf,Lotus,122904,40:30,CGN Esports,/team/5214/cgn-esports,6,3,3,MOUZ,/team/8044/mouz,13,9,4
87,/188517/cgn-esports-vs-mouz-challengers-league-dach-evolution-split-2-playoffs-gf,Ascent,122905,49:13,CGN Esports,/team/5214/cgn-esports,10,7,3,MOUZ,/team/8044/mouz,13,8,5
88,/188517/cgn-esports-vs-mouz-challengers-league-dach-evolution-split-2-playoffs-gf,Bind,122906,48:25,CGN Esports,/team/5214/cgn-esports,13,6,7,MOUZ,/team/8044/mouz,10,4,6
89,/188517/cgn-esports-vs-mouz-challengers-league-dach-evolution-split-2-playoffs-gf,Fracture,122907,39:26,CGN Esports,/team/5214/cgn-esports,13,5,8,MOUZ,/team/8044/mouz,8,4,4
90,/216232/s2g-esports-vs-digital-athletics-challengers-league-turkey-birlik-split-2-playoffs-gf,Haven,131621,1:03:38,S2G Esports,/team/9077/s2g-esports,10,7,3,Digital Athletics,/team/4669/digital-athletics,13,8,5
91,/216232/s2g-esports-vs-digital-athletics-challengers-league-turkey-birlik-split-2-playoffs-gf,Lotus,131622,52:29,S2G Esports,/team/9077/s2g-esports,6,5,1,Digital Athletics,/team/4669/digital-athletics,13,6,7
92,/216232/s2g-esports-vs-digital-athletics-challengers-league-turkey-birlik-split-2-playoffs-gf,Ascent,131623,53:08,S2G Esports,/team/9077/s2g-esports,11,1,10,Digital Athletics,/team/4669/digital-athletics,13,2,11
93,/211914/orangutan-vs-reckoning-esports-challengers-league-south-asia-split-2-gf,Haven,130802,1:05:18,Orangutan,/team/8904/orangutan,6,5,1,Reckoning Esports,/team/1033/reckoning-esports,13,6,7
94,/211914/orangutan-vs-reckoning-esports-challengers-league-south-asia-split-2-gf,Fracture,130803,1:03:13,Orangutan,/team/8904/orangutan,13,9,4,Reckoning Esports,/team/1033/reckoning-esports,10,8,2
95,/211914/orangutan-vs-reckoning-esports-challengers-league-south-asia-split-2-gf,Split,130804,53:24,Orangutan,/team/8904/orangutan,5,5,0,Reckoning Esports,/team/1033/reckoning-esports,13,6,7
96,/211914/orangutan-vs-reckoning-esports-challengers-league-south-asia-split-2-gf,Bind,130805,53:31,Orangutan,/team/8904/orangutan,13,6,7,Reckoning Esports,/team/1033/reckoning-esports,6,5,1
97,/211914/orangutan-vs-reckoning-esports-challengers-league-south-asia-split-2-gf,Ascent,130806,57:16,Orangutan,/team/8904/orangutan,13,8,5,Reckoning Esports,/team/1033/reckoning-esports,8,4,4
98,/219740/nerdpunt-vs-bonkers-challengers-league-oceania-split-2-regional-playoffs-gf,Bind,131869,41:33,NerdPunt,/team/12373/nerdpunt,7,5,2,Bonkers,/team/7313/bonkers,13,6,7
99,/219740/nerdpunt-vs-bonkers-challengers-league-oceania-split-2-regional-playoffs-gf,Fracture,131870,39:21,NerdPunt,/team/12373/nerdpunt,6,6,0,Bonkers,/team/7313/bonkers,13,7,6
100,/219740/nerdpunt-vs-bonkers-challengers-league-oceania-split-2-regional-playoffs-gf,Split,131871,35:55,NerdPunt,/team/12373/nerdpunt,4,4,0,Bonkers,/team/7313/bonkers,13,5,8
101,/214390/fusion-vs-six-karma-challengers-league-latam-north-ace-split-2-gf,Haven,131117,58:23,FUSION,/team/7269/fusion,13,8,5,Six Karma,/team/4094/six-karma,7,3,4
102,/214390/fusion-vs-six-karma-challengers-league-latam-north-ace-split-2-gf,Split,131118,48:12,FUSION,/team/7269/fusion,5,3,2,Six Karma,/team/4094/six-karma,13,10,3
103,/214390/fusion-vs-six-karma-challengers-league-latam-north-ace-split-2-gf,Fracture,131119,37:18,FUSION,/team/7269/fusion,13,10,3,Six Karma,/team/4094/six-karma,4,2,2
104,/214390/fusion-vs-six-karma-challengers-league-latam-north-ace-split-2-gf,Lotus,131120,45:07,FUSION,/team/7269/fusion,13,7,6,Six Karma,/team/4094/six-karma,6,1,5
105,/212537/moist-moguls-vs-the-guard-challengers-league-north-america-lbf,Ascent,130871,45:01,Moist Moguls,/team/12041/moist-moguls,10,2,8,The Guard,/team/6675/the-guard,13,3,10
106,/212537/moist-moguls-vs-the-guard-challengers-league-north-america-lbf,Haven,130873,43:28,Moist Moguls,/team/12041/moist-moguls,8,1,7,The Guard,/team/6675/the-guard,13,5,8
107,/212537/moist-moguls-vs-the-guard-challengers-league-north-america-lbf,Fracture,133833,48:10,Moist Moguls,/team/12041/moist-moguls,12,9,3,The Guard,/team/6675/the-guard,14,9,3
108,/217615/diamant-esports-vs-acend-challengers-league-east-surge-split-2-ubf,Fracture,131657,46:54,Diamant Esports,/team/8049/diamant-esports,8,3,5,Acend,/team/3531/acend,13,4,9
109,/217615/diamant-esports-vs-acend-challengers-league-east-surge-split-2-ubf,Lotus,131658,54:48,Diamant Esports,/team/8049/diamant-esports,13,8,5,Acend,/team/3531/acend,11,7,4
110,/217615/diamant-esports-vs-acend-challengers-league-east-surge-split-2-ubf,Split,131659,49:01,Diamant Esports,/team/8049/diamant-esports,9,7,2,Acend,/team/3531/acend,13,8,5
111,/220995/team-falcons-vs-team-raad-challengers-league-mena-resilience-lan-finals-gf,Pearl,133009,55:50,Team Falcons,/team/7969/team-falcons,8,6,2,Team RA'AD,/team/1471/team-raad,13,7,6
112,/220995/team-falcons-vs-team-raad-challengers-league-mena-resilience-lan-finals-gf,Ascent,133010,1:16:28,Team Falcons,/team/7969/team-falcons,16,8,4,Team RA'AD,/team/1471/team-raad,14,8,4
113,/220995/team-falcons-vs-team-raad-challengers-league-mena-resilience-lan-finals-gf,Lotus,133011,45:46,Team Falcons,/team/7969/team-falcons,13,5,8,Team RA'AD,/team/1471/team-raad,5,4,1
114,/220995/team-falcons-vs-team-raad-challengers-league-mena-resilience-lan-finals-gf,Split,133012,53:55,Team Falcons,/team/7969/team-falcons,9,4,5,Team RA'AD,/team/1471/team-raad,13,7,6
115,/220995/team-falcons-vs-team-raad-challengers-league-mena-resilience-lan-finals-gf,Fracture,133013,49:33,Team Falcons,/team/7969/team-falcons,13,9,4,Team RA'AD,/team/1471/team-raad,10,8,2
116,/214675/mandatory-vs-zerance-challengers-league-france-revolution-split-2-sf,Bind,131214,58:51,Mandatory,/team/7967/mandatory,12,9,3,Zerance,/team/9559/zerance,14,9,3
117,/214675/mandatory-vs-zerance-challengers-league-france-revolution-split-2-sf,Lotus,131215,59:42,Mandatory,/team/7967/mandatory,15,6,6,Zerance,/team/9559/zerance,13,6,6
118,/214675/mandatory-vs-zerance-challengers-league-france-revolution-split-2-sf,Split,131216,46:27,Mandatory,/team/7967/mandatory,13,6,7,Zerance,/team/9559/zerance,8,5,3
119,/214675/mandatory-vs-zerance-challengers-league-france-revolution-split-2-sf,Haven,131217,31:31,Mandatory,/team/7967/mandatory,13,4,9,Zerance,/team/9559/zerance,3,3,0
120,/217617/anonymo-esports-vs-enterprise-esports-challengers-league-east-surge-split-2-lr1,Haven,131665,49:00,Anonymo Esports,/team/5441/anonymo-esports,10,7,3,Enterprise Esports,/team/876/enterprise-esports,13,9,4
121,/211913/aster-army-vs-reckoning-esports-challengers-league-south-asia-split-2-lbf,Pearl,130799,1:28:50,Aster Army,/team/12254/aster-army,14,6,6,Reckoning Esports,/team/1033/reckoning-esports,16,6,6
122,/211913/aster-army-vs-reckoning-esports-challengers-league-south-asia-split-2-lbf,Bind,130800,1:05:37,Aster Army,/team/12254/aster-army,11,6,5,Reckoning Esports,/team/1033/reckoning-esports,13,7,6
123,/219744/bonkers-vs-xyz-challengers-league-oceania-split-2-regional-playoffs-lf,Lotus,131883,53:50,Bonkers,/team/7313/bonkers,14,9,3,xyz,/team/10298/xyz,12,9,3
124,/219744/bonkers-vs-xyz-challengers-league-oceania-split-2-regional-playoffs-lf,Ascent,131884,49:02,Bonkers,/team/7313/bonkers,10,7,3,xyz,/team/10298/xyz,13,8,5
125,/219744/bonkers-vs-xyz-challengers-league-oceania-split-2-regional-playoffs-lf,Haven,131885,35:15,Bonkers,/team/7313/bonkers,13,8,5,xyz,/team/10298/xyz,4,0,4
126,/212536/the-guard-vs-oxygen-esports-challengers-league-north-america-lr3,Haven,130868,48:46,The Guard,/team/6675/the-guard,13,10,3,Oxygen Esports,/team/10725/oxygen-esports,9,7,2
127,/212536/the-guard-vs-oxygen-esports-challengers-league-north-america-lr3,Lotus,130869,36:12,The Guard,/team/6675/the-guard,13,4,9,Oxygen Esports,/team/10725/oxygen-esports,3,3,0
128,/212530/m80-vs-moist-moguls-challengers-league-north-america-ubf,Lotus,130848,51:51,M80,/team/11001/m80,13,9,4,Moist Moguls,/team/12041/moist-moguls,10,8,2
129,/212530/m80-vs-moist-moguls-challengers-league-north-america-ubf,Fracture,130849,33:35,M80,/team/11001/m80,13,9,4,Moist Moguls,/team/12041/moist-moguls,5,2,3
130,/217614/enterprise-esports-vs-acend-challengers-league-east-surge-split-2-ubsf,Pearl,131654,50:53,Enterprise Esports,/team/876/enterprise-esports,9,5,4,Acend,/team/3531/acend,13,8,5
131,/217614/enterprise-esports-vs-acend-challengers-league-east-surge-split-2-ubsf,Ascent,131655,47:30,Enterprise Esports,/team/876/enterprise-esports,13,5,8,Acend,/team/3531/acend,10,3,7
132,/217614/enterprise-esports-vs-acend-challengers-league-east-surge-split-2-ubsf,Split,131656,38:27,Enterprise Esports,/team/876/enterprise-esports,6,5,1,Acend,/team/3531/acend,13,6,7
133,/220994/team-raad-vs-nasr-esports-challengers-league-mena-resilience-lan-finals-lf,Haven,133006,1:05:35,Team RA'AD,/team/1471/team-raad,14,8,4,NASR Esports,/team/1470/nasr-esports,12,8,4
134,/220994/team-raad-vs-nasr-esports-challengers-league-mena-resilience-lan-finals-lf,Pearl,133007,1:22:34,Team RA'AD,/team/1471/team-raad,19,10,2,NASR Esports,/team/1470/nasr-esports,17,10,2
135,/220994/team-raad-vs-nasr-esports-challengers-league-mena-resilience-lan-finals-lf,Ascent,133008,41:16,Team RA'AD,/team/1471/team-raad,13,9,4,NASR Esports,/team/1470/nasr-esports,5,2,3
136,/214674/gentle-mates-vs-wylde-challengers-league-france-revolution-split-2-sf,Ascent,131209,43:24,Gentle Mates,/team/12694/gentle-mates,6,2,4,WYLDE,/team/8128/wylde,13,8,5
