,Match_URL,Map_Name,Map_ID,Duration,Team_1,URL_1,Score_1,Attacking_Score_1,Defending_Score_1,Team_2,URL_2,Score_2,Attacking_Score_2,Defending_Score_2
6250,/99766/team-nkt-vs-xerxia-esports-champions-tour-thailand-stage-2-challengers-week-1,Haven,84058,38:39,Team NKT,/team/6665/team-nkt,13,5,8,XERXIA Esports,/team/7397/xerxia-esports,6,4,2
6251,/99766/team-nkt-vs-xerxia-esports-champions-tour-thailand-stage-2-challengers-week-1,Breeze,84059,44:05,Team NKT,/team/6665/team-nkt,7,5,2,XERXIA Esports,/team/7397/xerxia-esports,13,10,3
6252,/89212/bleed-vs-blitz-esports-champions-tour-malaysia-singapore-stage-2-challengers-group-stage-d2,Haven,77843,39:22,BLEED,/team/6387/bleed,13,2,11,Blitz Esports,/team/8741/blitz-esports,4,1,3
6253,/98844/alter-ego-vs-boom-esports-champions-tour-indonesia-stage-2-challengers-r1,Ascent,82922,49:53,Alter Ego,/team/1110/alter-ego,8,2,6,BOOM Esports,/team/466/boom-esports,13,6,7
6254,/89211/paper-rex-vs-laze-champions-tour-malaysia-singapore-stage-2-challengers-group-stage-d2,Fracture,77840,40:55,Paper Rex,/team/624/paper-rex,13,6,7,LaZe,/team/3351/laze,8,5,3
6255,/89211/paper-rex-vs-laze-champions-tour-malaysia-singapore-stage-2-challengers-group-stage-d2,Split,77841,27:58,Paper Rex,/team/624/paper-rex,13,10,3,LaZe,/team/3351/laze,2,0,2
6256,/99610/rex-regum-qeon-vs-south-built-esports-champions-tour-philippines-stage-2-challengers-week-1,Ascent,83833,-,Rex Regum Qeon,/team/878/rex-regum-qeon,13,0,0,South Built Esports,/team/4150/south-built-esports,0,0,0
6257,/99609/team-secret-vs-oasis-gaming-champions-tour-philippines-stage-2-challengers-week-1,Split,83830,44:11,Team Secret,/team/6199/team-secret,13,8,5,Oasis Gaming,/team/3136/oasis-gaming,6,2,4
6258,/99609/team-secret-vs-oasis-gaming-champions-tour-philippines-stage-2-challengers-week-1,Icebox,83831,54:20,Team Secret,/team/6199/team-secret,15,7,5,Oasis Gaming,/team/3136/oasis-gaming,13,7,5
6259,/99482/infinity-esports-vs-border-monsters-champions-tour-latin-america-north-stage-2-challengers-w1,Ascent,83611,42:02,INFINITY,/team/363/infinity,13,8,5,Border Monsters,/team/3322/border-monsters,9,7,2
