,Match_URL,Tournament,Team_1,Score_1,Team_2,Score_2
5233,/42906/smaracis-esports-female-vs-rix-gg-lightning-champions-tour-game-changers-series-i-emea-qf,Champions Tour Game Changers Series I: EMEA,SMARACIS eSports Female,1,Rix.GG Lightning,2
5234,/42907/oxxgen-esports-vs-chatbanned-champions-tour-game-changers-series-i-emea-qf,Champions Tour Game Changers Series I: EMEA,Oxxgen Esports,2,ChatBanned,0
5235,/42908/valstars-gaming-female-vs-tenstar-nova-champions-tour-game-changers-series-i-emea-qf,Champions Tour Game Changers Series I: EMEA,Valstars Gaming Female,0,TENSTAR Nova,2
5236,/42909/bbl-queens-vs-the-originals-champions-tour-game-changers-series-i-emea-qf,Champions Tour Game Changers Series I: EMEA,BBL Queens,0,THE ORIGINALS,2
5237,/43126/gen-g-black-vs-shopify-rebellion-champions-tour-game-changers-series-iii-north-america-ubsf,Champions Tour Game Changers Series III: North America,Gen.G Black,0,Shopify Rebellion GC,2
5238,/43125/cloud9-white-vs-dignitas-champions-tour-game-changers-series-iii-north-america-ubsf,Champions Tour Game Changers Series III: North America,Cloud9 White,2,Dignitas ,0
5239,/43123/gen-g-black-vs-polaris-champions-tour-game-changers-series-iii-north-america-ubqf,Champions Tour Game Changers Series III: North America,Gen.G Black,2,Polaris,0
5240,/43121/cloud9-white-vs-xset-female-champions-tour-game-changers-series-iii-north-america-ubqf,Champions Tour Game Changers Series III: North America,Cloud9 White,2,XSET,0
5241,/43122/tsm-female-vs-dignitas-champions-tour-game-changers-series-iii-north-america-ubqf,Champions Tour Game Changers Series III: North America,TSM X,0,Dignitas ,2
5242,/43124/shopify-rebellion-vs-clg-red-champions-tour-game-changers-series-iii-north-america-ubqf,Champions Tour Game Changers Series III: North America,Shopify Rebellion GC,2,CLG Red,1
5243,/42898/smaracis-esports-female-vs-zero-zone-w-champions-tour-game-changers-series-i-emea-ro16,Champions Tour Game Changers Series I: EMEA,SMARACIS eSports Female,2,Zero Zone W,0
5244,/42899/guild-x-vs-rix-gg-lightning-champions-tour-game-changers-series-i-emea-ro16,Champions Tour Game Changers Series I: EMEA,Guild X,0,Rix.GG Lightning,2
5245,/42900/team-singularity-female-vs-oxxgen-esports-champions-tour-game-changers-series-i-emea-ro16,Champions Tour Game Changers Series I: EMEA,Team Singularity Female,0,Oxxgen Esports,2
5246,/42901/supermassive-blaze-female-vs-chatbanned-champions-tour-game-changers-series-i-emea-ro16,Champions Tour Game Changers Series I: EMEA,Papara SuperMassive Female,1,ChatBanned,2
5247,/42902/valstars-gaming-female-vs-the-goose-house-lunar-champions-tour-game-changers-series-i-emea-ro16,Champions Tour Game Changers Series I: EMEA,Valstars Gaming Female,2,The Goose House Lunar,1
5248,/42903/stellar-vs-tenstar-nova-champions-tour-game-changers-series-i-emea-ro16,Champions Tour Game Changers Series I: EMEA,STELLAR,0,TENSTAR Nova,2
5249,/42904/futbolist-female-vs-bbl-queens-champions-tour-game-changers-series-i-emea-ro16,Champions Tour Game Changers Series I: EMEA,FUT Female,0,BBL Queens,2
5250,/42905/the-originals-vs-fire-flux-esports-female-champions-tour-game-changers-series-i-emea-ro16,Champions Tour Game Changers Series I: EMEA,THE ORIGINALS,2,Fire Flux Fierce,0
5251,/42873/futbolist-female-vs-sad-girls-champions-tour-game-changers-series-i-emea-group-c,Champions Tour Game Changers Series I: EMEA,FUT Female,2,Sad Girls,0
5252,/42876/istanbul-wildcats-female-vs-team-singularity-female-champions-tour-game-changers-series-i-emea-g,Champions Tour Game Changers Series I: EMEA,İstanbul Wildcats Female,0,Team Singularity Female,2
5253,/42879/supermassive-blaze-female-vs-team-finest-female-champions-tour-game-changers-series-i-emea-group,Champions Tour Game Changers Series I: EMEA,Papara SuperMassive Female,2,Finest Female,0
5254,/42882/the-originals-vs-e-natolian-sports-club-f-champions-tour-game-changers-series-i-emea-group-f,Champions Tour Game Changers Series I: EMEA,THE ORIGINALS,2,E-Natolian Sports Club F,0
5255,/42888/guild-x-vs-bnat-char9i-champions-tour-game-changers-series-i-emea-group-h,Champions Tour Game Changers Series I: EMEA,Guild X,2,Bnat Char9i,0
5256,/42891/rix-gg-lightning-vs-red-moon-champions-tour-game-changers-series-i-emea-group-i,Champions Tour Game Changers Series I: EMEA,Rix.GG Lightning,0,Red Moon,0
5257,/42897/fire-flux-esports-female-vs-frat3rnity-champions-tour-game-changers-series-i-emea-group-k,Champions Tour Game Changers Series I: EMEA,Fire Flux Fierce,2,Frat3rnity,0
5258,/42922/bbl-queens-vs-nebula-champions-tour-game-changers-series-i-emea-group-l,Champions Tour Game Changers Series I: EMEA,BBL Queens,1,Nebula ,2
5259,/42925/the-goose-house-lunar-vs-f5-champions-tour-game-changers-series-i-emea-group-o,Champions Tour Game Changers Series I: EMEA,The Goose House Lunar,2,F5,1
5260,/42869/valstars-gaming-female-vs-freya-champions-tour-game-changers-series-i-emea-group-b,Champions Tour Game Changers Series I: EMEA,Valstars Gaming Female,2,fReya,1
5261,/42872/futbolist-female-vs-galakticos-sirens-champions-tour-game-changers-series-i-emea-group-c,Champions Tour Game Changers Series I: EMEA,FUT Female,2,Galakticos Sirens,0
5262,/42878/supermassive-blaze-female-vs-bonk-babes-champions-tour-game-changers-series-i-emea-group-e,Champions Tour Game Changers Series I: EMEA,Papara SuperMassive Female,2,Bonk Babes,0
5263,/42887/guild-x-vs-unranked-champions-tour-game-changers-series-i-emea-group-h,Champions Tour Game Changers Series I: EMEA,Guild X,2,Unranked,0
5264,/42890/rix-gg-lightning-vs-shaverma-champions-tour-game-changers-series-i-emea-group-i,Champions Tour Game Changers Series I: EMEA,Rix.GG Lightning,2,Shaverma,0
5265,/42896/fire-flux-esports-female-vs-giants-g4e-champions-tour-game-changers-series-i-emea-group-k,Champions Tour Game Changers Series I: EMEA,Fire Flux Fierce,2,Giants G4E,0
5266,/42918/zaman-vs-oxxgen-esports-champions-tour-game-changers-series-i-emea-group-l,Champions Tour Game Changers Series I: EMEA,ZAMAN,0,Oxxgen Esports,2
5267,/42921/bbl-queens-vs-instalocked-champions-tour-game-changers-series-i-emea-group-l,Champions Tour Game Changers Series I: EMEA,BBL Queens,2,instalocked,0
5268,/42924/the-goose-house-lunar-vs-illusion-champions-tour-game-changers-series-i-emea-group-o,Champions Tour Game Changers Series I: EMEA,The Goose House Lunar,2,Illusion,0
5269,/42868/abb-aski-e-spor-white-vs-freya-champions-tour-game-changers-series-i-emea-group-b,Champions Tour Game Changers Series I: EMEA,ABB ASKI E-Spor WHITE,0,fReya,2
5270,/42871/sad-girls-vs-galakticos-sirens-champions-tour-game-changers-series-i-emea-group-c,Champions Tour Game Changers Series I: EMEA,Sad Girls,2,Galakticos Sirens,1
5271,/42874/team-singularity-female-vs-lapki-champions-tour-game-changers-series-i-emea-group-d,Champions Tour Game Changers Series I: EMEA,Team Singularity Female,2,Lapki,0
5272,/42877/team-finest-female-vs-bonk-babes-champions-tour-game-changers-series-i-emea-group-e,Champions Tour Game Changers Series I: EMEA,Finest Female,0,Bonk Babes,2
5273,/42892/aim-from-kitchen-vs-tenstar-nova-champions-tour-game-changers-series-i-emea-group-j,Champions Tour Game Changers Series I: EMEA,Aim from Kitchen,0,TENSTAR Nova,2
5274,/42895/frat3rnity-vs-giants-g4e-champions-tour-game-changers-series-i-emea-group-k,Champions Tour Game Changers Series I: EMEA,Frat3rnity,0,Giants G4E,2
5275,/42917/otherside-rouge-vs-oxxgen-esports-champions-tour-game-changers-series-i-emea-group-l,Champions Tour Game Changers Series I: EMEA,OtherSide Rouge,0,Oxxgen Esports,2
5276,/42359/complexity-gx3-vs-clg-red-champions-tour-game-changers-series-iii-north-america-lr2,Champions Tour Game Changers Series III: North America,Complexity GX3,0,CLG Red,2
5277,/42360/tsm-female-vs-22-champions-tour-game-changers-series-iii-north-america-lr2,Champions Tour Game Changers Series III: North America,TSM X,2,+22 ,0
5278,/42361/cc-angels-vs-nothing2lose-champions-tour-game-changers-series-iii-north-america-lr2,Champions Tour Game Changers Series III: North America,CC Angels,1,NOTHING2LOSE,2
5279,/42362/polaris-vs-24haven-champions-tour-game-changers-series-iii-north-america-lr2,Champions Tour Game Changers Series III: North America,Polaris,2,24Haven,1
5280,/42351/cloud9-white-vs-polaris-champions-tour-game-changers-series-iii-north-america-ubqf,Champions Tour Game Changers Series III: North America,Cloud9 White,2,Polaris,0
5281,/42352/shopify-rebellion-vs-cc-angels-champions-tour-game-changers-series-iii-north-america-ubqf,Champions Tour Game Changers Series III: North America,Shopify Rebellion GC,2,CC Angels,0
5282,/42356/castaways-vs-22-champions-tour-game-changers-series-iii-north-america-lr1,Champions Tour Game Changers Series III: North America,Castaways,0,+22 ,2
5283,/42354/gen-g-black-vs-complexity-gx3-champions-tour-game-changers-series-iii-north-america-ubqf,Champions Tour Game Changers Series III: North America,Gen.G Black,2,Complexity GX3,0
5284,/42358/wanderlust-vs-24haven-champions-tour-game-changers-series-iii-north-america-lr1,Champions Tour Game Changers Series III: North America,Wanderlust,0,24Haven,2
5285,/42353/tsm-female-vs-dignitas-champions-tour-game-changers-series-iii-north-america-ubqf,Champions Tour Game Changers Series III: North America,TSM X,1,Dignitas ,2
5286,/42357/nothing2lose-vs-versionx-champions-tour-game-changers-series-iii-north-america-lr1,Champions Tour Game Changers Series III: North America,NOTHING2LOSE,2,VersionX,0
5287,/42355/unbind-crouch-vs-clg-red-champions-tour-game-changers-series-iii-north-america-lr1,Champions Tour Game Changers Series III: North America,Unbind Crouch,0,CLG Red,2
5288,/42343/cloud9-white-vs-unbind-crouch-champions-tour-game-changers-series-iii-north-america-uro16,Champions Tour Game Changers Series III: North America,Cloud9 White,2,Unbind Crouch,0
5289,/42344/clg-red-vs-polaris-champions-tour-game-changers-series-iii-north-america-uro16,Champions Tour Game Changers Series III: North America,CLG Red,0,Polaris,2
5290,/42345/shopify-rebellion-vs-castaways-champions-tour-game-changers-series-iii-north-america-uro16,Champions Tour Game Changers Series III: North America,Shopify Rebellion GC,2,Castaways,0
5291,/42346/cc-angels-vs-22-champions-tour-game-changers-series-iii-north-america-uro16,Champions Tour Game Changers Series III: North America,CC Angels,2,+22 ,1
5292,/42347/tsm-female-vs-nothing2lose-champions-tour-game-changers-series-iii-north-america-uro16,Champions Tour Game Changers Series III: North America,TSM X,2,NOTHING2LOSE,0
5293,/42348/dignitas-vs-versionx-champions-tour-game-changers-series-iii-north-america-uro16,Champions Tour Game Changers Series III: North America,Dignitas ,2,VersionX,0
5294,/42349/gen-g-black-vs-wanderlust-champions-tour-game-changers-series-iii-north-america-uro16,Champions Tour Game Changers Series III: North America,Gen.G Black,2,Wanderlust,0
5295,/42350/24haven-vs-complexity-gx3-champions-tour-game-changers-series-iii-north-america-uro16,Champions Tour Game Changers Series III: North America,24Haven,1,Complexity GX3,2
5296,/42680/complexity-gx3-vs-elysium-noir-champions-tour-game-changers-series-iii-north-america-r5,Champions Tour Game Changers Series III: North America,Complexity GX3,2,Elysium NOIR,0
5297,/42681/nothing2lose-vs-nmg-indigo-champions-tour-game-changers-series-iii-north-america-r5,Champions Tour Game Changers Series III: North America,NOTHING2LOSE,2,NMG Indigo,0
5298,/42682/nerd-emoji-vs-wanderlust-champions-tour-game-changers-series-iii-north-america-r5,Champions Tour Game Changers Series III: North America,Nerd Emoji,1,Wanderlust,2
5299,/42683/tlp-peach-vs-castaways-champions-tour-game-changers-series-iii-north-america-r5,Champions Tour Game Changers Series III: North America,TLP Peach,0,Castaways,2
5300,/42684/team-ancients-female-vs-22-champions-tour-game-changers-series-iii-north-america-r5,Champions Tour Game Changers Series III: North America,Team Ancients Female,0,+22 ,2
5301,/42685/unbind-crouch-vs-lycus-empire-red-champions-tour-game-changers-series-iii-north-america-r5,Champions Tour Game Changers Series III: North America,Unbind Crouch,2,Lycus Empire Red,1
5302,/42643/24haven-vs-nothing2lose-champions-tour-game-changers-series-iii-north-america-r4,Champions Tour Game Changers Series III: North America,24Haven,2,NOTHING2LOSE,0
5303,/42647/versionx-vs-wanderlust-champions-tour-game-changers-series-iii-north-america-r4,Champions Tour Game Changers Series III: North America,VersionX,2,Wanderlust,1
5304,/42650/clg-red-vs-unbind-crouch-champions-tour-game-changers-series-iii-north-america-r4,Champions Tour Game Changers Series III: North America,CLG Red,2,Unbind Crouch,0
5305,/42652/polaris-vs-complexity-gx3-champions-tour-game-changers-series-iii-north-america-r4,Champions Tour Game Changers Series III: North America,Polaris,2,Complexity GX3,1
5306,/42374/cloud9-white-vs-nothing2lose-champions-tour-game-changers-series-iii-north-america-r3,Champions Tour Game Changers Series III: North America,Cloud9 White,2,NOTHING2LOSE,0
5307,/42377/shopify-rebellion-vs-clg-red-champions-tour-game-changers-series-iii-north-america-r3,Champions Tour Game Changers Series III: North America,Shopify Rebellion GC,2,CLG Red,1
5308,/42380/dignitas-vs-tsm-female-champions-tour-game-changers-series-iii-north-america-r3,Champions Tour Game Changers Series III: North America,Dignitas ,0,TSM X,2
5309,/42381/24haven-vs-gen-g-black-champions-tour-game-changers-series-iii-north-america-r3,Champions Tour Game Changers Series III: North America,24Haven,0,Gen.G Black,2
5310,/42333/clg-red-vs-complexity-gx3-champions-tour-game-changers-series-iii-north-america-r2,Champions Tour Game Changers Series III: North America,CLG Red,2,Complexity GX3,0
5311,/42334/versionx-vs-cloud9-white-champions-tour-game-changers-series-iii-north-america-r2,Champions Tour Game Changers Series III: North America,VersionX,0,Cloud9 White,2
5312,/42335/tsm-female-vs-serenity-purple-champions-tour-game-changers-series-iii-north-america-r2,Champions Tour Game Changers Series III: North America,TSM X,2,Serenity Purple,0
5313,/42341/nothing2lose-vs-polaris-champions-tour-game-changers-series-iii-north-america-r2,Champions Tour Game Changers Series III: North America,NOTHING2LOSE,2,Polaris,1
5314,/42342/gen-g-black-vs-unbind-crouch-champions-tour-game-changers-series-iii-north-america-r2,Champions Tour Game Changers Series III: North America,Gen.G Black,2,Unbind Crouch,0
5315,/42071/cloud9-white-vs-castaways-champions-tour-game-changers-series-iii-north-america-r1,Champions Tour Game Changers Series III: North America,Cloud9 White,2,Castaways,0
5316,/42072/shopify-rebellion-vs-anavrin-esports-champions-tour-game-changers-series-iii-north-america-r1,Champions Tour Game Changers Series III: North America,Shopify Rebellion GC,2,Anavrin Esports,0
5317,/42073/clg-red-vs-cc-angels-champions-tour-game-changers-series-iii-north-america-r1,Champions Tour Game Changers Series III: North America,CLG Red,2,CC Angels,1
5318,/42074/tsm-female-vs-sanctity-champions-tour-game-changers-series-iii-north-america-r1,Champions Tour Game Changers Series III: North America,TSM X,2,Sanctity,0
5319,/42075/gen-g-black-vs-ilg-jade-champions-tour-game-changers-series-iii-north-america-r1,Champions Tour Game Changers Series III: North America,Gen.G Black,2,ILG JADE,0
5320,/42076/dignitas-vs-elysium-noir-champions-tour-game-changers-series-iii-north-america-r1,Champions Tour Game Changers Series III: North America,Dignitas ,2,Elysium NOIR,0
5321,/42077/nothing2lose-vs-team-ancients-female-champions-tour-game-changers-series-iii-north-america-r1,Champions Tour Game Changers Series III: North America,NOTHING2LOSE,2,Team Ancients Female,0
5322,/42078/complexity-gx3-vs-onyx-purple-champions-tour-game-changers-series-iii-north-america-r1,Champions Tour Game Changers Series III: North America,Complexity GX3,2,ONYX Purple,0
5323,/42079/versionx-vs-nmg-indigo-champions-tour-game-changers-series-iii-north-america-r1,Champions Tour Game Changers Series III: North America,VersionX,2,NMG Indigo,0
5324,/34979/envy-vs-gambit-esports-valorant-champions-tour-stage-3-masters-berlin-gf,Valorant Champions Tour Stage 3: Masters Berlin,Envy,0,Gambit Esports,3
5325,/34978/100-thieves-vs-envy-valorant-champions-tour-stage-3-masters-berlin-sf,Valorant Champions Tour Stage 3: Masters Berlin,100 Thieves,0,Envy,2
5326,/34977/gambit-esports-vs-g2-esports-valorant-champions-tour-stage-3-masters-berlin-sf,Valorant Champions Tour Stage 3: Masters Berlin,Gambit Esports,2,G2 Esports,0
5327,/34974/envy-vs-sentinels-valorant-champions-tour-stage-3-masters-berlin-qf,Valorant Champions Tour Stage 3: Masters Berlin,Envy,2,Sentinels,0
5328,/34973/100-thieves-vs-acend-valorant-champions-tour-stage-3-masters-berlin-qf,Valorant Champions Tour Stage 3: Masters Berlin,100 Thieves,2,Acend,1
5329,/34976/g2-esports-vs-kr-esports-valorant-champions-tour-stage-3-masters-berlin-qf,Valorant Champions Tour Stage 3: Masters Berlin,G2 Esports,2,KRÜ Esports,0
5330,/34975/vision-strikers-vs-gambit-esports-valorant-champions-tour-stage-3-masters-berlin-qf,Valorant Champions Tour Stage 3: Masters Berlin,Vision Strikers,1,Gambit Esports,2
5331,/35943/sentinels-vs-f4q-valorant-champions-tour-stage-3-masters-berlin-group-d,Valorant Champions Tour Stage 3: Masters Berlin,Sentinels,2,F4Q,1
5332,/34966/gambit-esports-vs-crazy-raccoon-valorant-champions-tour-stage-3-masters-berlin-decider-c,Valorant Champions Tour Stage 3: Masters Berlin,Gambit Esports,2,Crazy Raccoon,0
5333,/34960/acend-vs-supermassive-blaze-valorant-champions-tour-stage-3-masters-berlin-decider-a,Valorant Champions Tour Stage 3: Masters Berlin,Acend,2,Papara SuperMassive,1
5334,/34963/kr-esports-vs-vivo-keyd-valorant-champions-tour-stage-3-masters-berlin-decider-b,Valorant Champions Tour Stage 3: Masters Berlin,KRÜ Esports,2,Keyd Stars,0
5335,/35942/g2-esports-vs-sentinels-valorant-champions-tour-stage-3-masters-berlin-group-d,Valorant Champions Tour Stage 3: Masters Berlin,G2 Esports,2,Sentinels,0
5336,/34959/paper-rex-vs-supermassive-blaze-valorant-champions-tour-stage-3-masters-berlin-elimination-a,Valorant Champions Tour Stage 3: Masters Berlin,Paper Rex,1,Papara SuperMassive,2
5337,/34965/crazy-raccoon-vs-havan-liberty-valorant-champions-tour-stage-3-masters-berlin-elimination-c,Valorant Champions Tour Stage 3: Masters Berlin,Crazy Raccoon,2,Liberty,0
5338,/34962/vivo-keyd-vs-zeta-division-valorant-champions-tour-stage-3-masters-berlin-elimination-b,Valorant Champions Tour Stage 3: Masters Berlin,Keyd Stars,2,ZETA DIVISION,0
5339,/35941/f4q-vs-g2-esports-valorant-champions-tour-stage-3-masters-berlin-group-d,Valorant Champions Tour Stage 3: Masters Berlin,F4Q,0,G2 Esports,2
5340,/35940/f4q-vs-sentinels-valorant-champions-tour-stage-3-masters-berlin-group-d,Valorant Champions Tour Stage 3: Masters Berlin,F4Q,0,Sentinels,2
5341,/34958/vision-strikers-vs-acend-valorant-champions-tour-stage-3-masters-berlin-winners-a,Valorant Champions Tour Stage 3: Masters Berlin,Vision Strikers,2,Acend,0
5342,/34961/envy-vs-kr-esports-valorant-champions-tour-stage-3-masters-berlin-winners-b,Valorant Champions Tour Stage 3: Masters Berlin,Envy,2,KRÜ Esports,0
5343,/34964/gambit-esports-vs-100-thieves-valorant-champions-tour-stage-3-masters-berlin-winners-c,Valorant Champions Tour Stage 3: Masters Berlin,Gambit Esports,1,100 Thieves,2
5344,/35939/sentinels-vs-g2-esports-valorant-champions-tour-stage-3-masters-berlin-group-d,Valorant Champions Tour Stage 3: Masters Berlin,Sentinels,2,G2 Esports,1
5345,/34950/kr-esports-vs-zeta-division-valorant-champions-tour-stage-3-masters-berlin-opening-b,Valorant Champions Tour Stage 3: Masters Berlin,KRÜ Esports,2,ZETA DIVISION,1
5346,/34949/vivo-keyd-vs-envy-valorant-champions-tour-stage-3-masters-berlin-opening-b,Valorant Champions Tour Stage 3: Masters Berlin,Keyd Stars,0,Envy,2
5347,/34951/gambit-esports-vs-crazy-raccoon-valorant-champions-tour-stage-3-masters-berlin-opening-c,Valorant Champions Tour Stage 3: Masters Berlin,Gambit Esports,2,Crazy Raccoon,0
5348,/34947/vision-strikers-vs-paper-rex-valorant-champions-tour-stage-3-masters-berlin-opening-a,Valorant Champions Tour Stage 3: Masters Berlin,Vision Strikers,2,Paper Rex,0
5349,/34952/100-thieves-vs-havan-liberty-valorant-champions-tour-stage-3-masters-berlin-opening-c,Valorant Champions Tour Stage 3: Masters Berlin,100 Thieves,2,Liberty,0
5350,/35938/g2-esports-vs-f4q-valorant-champions-tour-stage-3-masters-berlin-group-d,Valorant Champions Tour Stage 3: Masters Berlin,G2 Esports,2,F4Q,1
5351,/34948/supermassive-blaze-vs-acend-valorant-champions-tour-stage-3-masters-berlin-opening-a,Valorant Champions Tour Stage 3: Masters Berlin,Papara SuperMassive,0,Acend,2
5352,/27800/alter-ego-celeste-vs-galaxy-racer-female-champions-tour-game-changers-sea-fsl-open-2021-6-play,Champions Tour Game Changers SEA: FSL Open 2021 #6,Alter Ego Celeste,3,Galaxy Racer Female,0
5353,/27806/galaxy-racer-female-vs-oasis-gaming-aqua-champions-tour-game-changers-sea-fsl-open-2021-6-playo,Champions Tour Game Changers SEA: FSL Open 2021 #6,Galaxy Racer Female,2,Oasis Gaming GC,1
5354,/31478/havan-liberty-vs-vivo-keyd-champions-tour-brazil-stage-3-challengers-playoffs-gf,Champions Tour Brazil Stage 3: Challengers Playoffs,Liberty,0,Keyd Stars,3
5355,/30759/supermassive-blaze-vs-gambit-esports-champions-tour-stage-3-emea-challengers-playoffs-gf,Champions Tour Stage 3: EMEA Challengers Playoffs,Papara SuperMassive,1,Gambit Esports,3
5356,/33488/paper-rex-vs-bren-esports-champions-tour-sea-stage-3-challengers-playoffs-playoffs-gf,Champions Tour SEA Stage 3: Challengers Playoffs,Paper Rex,0,Bren Esports,3
5357,/33487/bren-esports-vs-alter-ego-champions-tour-sea-stage-3-challengers-playoffs-playoffs-lbf,Champions Tour SEA Stage 3: Challengers Playoffs,Bren Esports,2,Alter Ego,0
5358,/31477/furia-vs-vivo-keyd-champions-tour-brazil-stage-3-challengers-playoffs-lbf,Champions Tour Brazil Stage 3: Challengers Playoffs,FURIA,0,Keyd Stars,2
5359,/31476/vivo-keyd-vs-team-vikings-champions-tour-brazil-stage-3-challengers-playoffs-lr3,Champions Tour Brazil Stage 3: Challengers Playoffs,Keyd Stars,2,Team Vikings,1
5360,/30769/acend-vs-gambit-esports-champions-tour-stage-3-emea-challengers-playoffs-lbf,Champions Tour Stage 3: EMEA Challengers Playoffs,Acend,1,Gambit Esports,3
5361,/33486/full-sense-vs-alter-ego-champions-tour-sea-stage-3-challengers-playoffs-playoffs-lbr3,Champions Tour SEA Stage 3: Challengers Playoffs,FULL SENSE,1,Alter Ego,2
5362,/33484/team-big-baam-vs-alter-ego-champions-tour-sea-stage-3-challengers-playoffs-playoffs-lbr2,Champions Tour SEA Stage 3: Challengers Playoffs,Team Big BAAM,0,Alter Ego,2
5363,/33485/bren-esports-vs-paper-rex-champions-tour-sea-stage-3-challengers-playoffs-playoffs-ubf,Champions Tour SEA Stage 3: Challengers Playoffs,Bren Esports,1,Paper Rex,2
5364,/33483/boom-esports-vs-full-sense-champions-tour-sea-stage-3-challengers-playoffs-playoffs-lbr2,Champions Tour SEA Stage 3: Challengers Playoffs,BOOM Esports,1,FULL SENSE,2
5365,/31475/stars-horizon-vs-team-vikings-champions-tour-brazil-stage-3-challengers-playoffs-lr2,Champions Tour Brazil Stage 3: Challengers Playoffs,Stars Horizon,0,Team Vikings,2
5366,/31833/australs-vs-kr-esports-champions-tour-latam-stage-3-challengers-playoffs-gf,Champions Tour LATAM Stage 3: Challengers Playoffs,Australs,0,KRÜ Esports,3
5367,/31474/sharks-esports-vs-vivo-keyd-champions-tour-brazil-stage-3-challengers-playoffs-lr2,Champions Tour Brazil Stage 3: Challengers Playoffs,Sharks Esports,1,Keyd Stars,2
5368,/30758/acend-vs-supermassive-blaze-champions-tour-stage-3-emea-challengers-playoffs-ubf,Champions Tour Stage 3: EMEA Challengers Playoffs,Acend,1,Papara SuperMassive,2
5369,/30768/gambit-esports-vs-g2-esports-champions-tour-stage-3-emea-challengers-playoffs-lr4,Champions Tour Stage 3: EMEA Challengers Playoffs,Gambit Esports,2,G2 Esports,1
5370,/33482/alter-ego-vs-cbt-gaming-champions-tour-sea-stage-3-challengers-playoffs-playoffs-lbr1,Champions Tour SEA Stage 3: Challengers Playoffs,Alter Ego,2,CBT Gaming,1
5371,/33481/full-sense-vs-cerberus-esports-champions-tour-sea-stage-3-challengers-playoffs-playoffs-lbr1,Champions Tour SEA Stage 3: Challengers Playoffs,FULL SENSE,2,CERBERUS Esports,0
5372,/33480/boom-esports-vs-paper-rex-champions-tour-sea-stage-3-challengers-playoffs-playoffs-ubsf,Champions Tour SEA Stage 3: Challengers Playoffs,BOOM Esports,0,Paper Rex,2
5373,/33479/team-big-baam-vs-bren-esports-champions-tour-sea-stage-3-challengers-playoffs-playoffs-ubsf,Champions Tour SEA Stage 3: Challengers Playoffs,Team Big BAAM,0,Bren Esports,2
5374,/31832/kr-esports-vs-six-karma-champions-tour-latam-stage-3-challengers-playoffs-lbf,Champions Tour LATAM Stage 3: Challengers Playoffs,KRÜ Esports,2,Six Karma,0
5375,/31473/furia-vs-havan-liberty-champions-tour-brazil-stage-3-challengers-playoffs-ubf,Champions Tour Brazil Stage 3: Challengers Playoffs,FURIA,0,Liberty,3
5376,/31830/kr-esports-vs-australs-champions-tour-latam-stage-3-challengers-playoffs-ubf,Champions Tour LATAM Stage 3: Challengers Playoffs,KRÜ Esports,1,Australs,2
5377,/30767/g2-esports-vs-giants-gaming-champions-tour-stage-3-emea-challengers-playoffs-lr3,Champions Tour Stage 3: EMEA Challengers Playoffs,G2 Esports,2,Giants Gaming,1
5378,/30766/gambit-esports-vs-team-liquid-champions-tour-stage-3-emea-challengers-playoffs-lr3,Champions Tour Stage 3: EMEA Challengers Playoffs,Gambit Esports,2,Team Liquid,1
5379,/33103/paper-rex-vs-cbt-gaming-champions-tour-sea-stage-3-challengers-playoffs-playoffs-ubqf,Champions Tour SEA Stage 3: Challengers Playoffs,Paper Rex,2,CBT Gaming,0
5380,/33102/alter-ego-vs-boom-esports-champions-tour-sea-stage-3-challengers-playoffs-playoffs-ubqf,Champions Tour SEA Stage 3: Challengers Playoffs,Alter Ego,1,BOOM Esports,2
5381,/33101/bren-esports-vs-cerberus-esports-champions-tour-sea-stage-3-challengers-playoffs-playoffs-ubqf,Champions Tour SEA Stage 3: Challengers Playoffs,Bren Esports,2,CERBERUS Esports,0
5382,/33100/team-big-baam-vs-full-sense-champions-tour-sea-stage-3-challengers-playoffs-playoffs-ubqf,Champions Tour SEA Stage 3: Challengers Playoffs,Team Big BAAM,2,FULL SENSE,1
5383,/31831/six-karma-vs-infinity-esports-champions-tour-latam-stage-3-challengers-playoffs-lr1,Champions Tour LATAM Stage 3: Challengers Playoffs,Six Karma,2,INFINITY,1
5384,/31292/infinity-esports-vs-australs-champions-tour-latam-stage-3-challengers-playoffs-usf,Champions Tour LATAM Stage 3: Challengers Playoffs,INFINITY,0,Australs,2
5385,/31291/kr-esports-vs-six-karma-champions-tour-latam-stage-3-challengers-playoffs-usf,Champions Tour LATAM Stage 3: Challengers Playoffs,KRÜ Esports,2,Six Karma,0
5386,/30765/guild-esports-vs-giants-gaming-champions-tour-stage-3-emea-challengers-playoffs-lr2,Champions Tour Stage 3: EMEA Challengers Playoffs,Guild Esports,1,Giants Gaming,2
5387,/30764/team-liquid-vs-forze-champions-tour-stage-3-emea-challengers-playoffs-lr2,Champions Tour Stage 3: EMEA Challengers Playoffs,Team Liquid,2,forZe,0
5388,/30757/supermassive-blaze-vs-g2-esports-champions-tour-stage-3-emea-challengers-playoffs-ubsf,Champions Tour Stage 3: EMEA Challengers Playoffs,Papara SuperMassive,2,G2 Esports,0
5389,/30756/acend-vs-gambit-esports-champions-tour-stage-3-emea-challengers-playoffs-ubsf,Champions Tour Stage 3: EMEA Challengers Playoffs,Acend,2,Gambit Esports,1
