,Match_URL,Tournament,Team_1,Score_1,Team_2,Score_2
1042,/194119/3dmax-vs-akroma-challengers-league-france-revolution-split-2-w1,Challengers League France Revolution: Split 2,3DMAX,11,Akroma,13
1043,/189076/galakticos-vs-stanbul-wildcats-challengers-league-turkey-birlik-split-2-group-stage-w2,Challengers League Turkey Birlik: Split 2,Galakticos,2,İstanbul Wildcats,0
1044,/192978/ucam-tokiers-vs-kpi-gaming-challengers-league-spain-rising-split-2-r3,Challengers League Spain Rising: Split 2,UCAM Tokiers,14,KPI Gaming,12
1045,/194118/sbg-vs-valiant-challengers-league-france-revolution-split-2-w1,Challengers League France Revolution: Split 2,SBG,5,VALIANT,13
1046,/188531/aex-1-vs-laterious-challengers-league-dach-evolution-split-2-r3,Challengers League DACH Evolution: Split 2,AEX-1,1,Laterious,1
1047,/192980/ramboot-club-vs-case-esports-challengers-league-spain-rising-split-2-r3,Challengers League Spain Rising: Split 2,Ramboot Club,10,Case Esports,13
1048,/188568/emasters-vs-coalesce-challengers-league-northern-europe-polaris-split-2-r2,Challengers League Northern Europe Polaris: Split 2,eMasters,1,Coalesce,2
1049,/194117/blx-utd-vs-mandatory-challengers-league-france-revolution-split-2-w1,Challengers League France Revolution: Split 2,BLX UTD,10,Mandatory,13
1050,/192977/zeta-gaming-vs-aym-esports-challengers-league-spain-rising-split-2-r3,Challengers League Spain Rising: Split 2,ZETA Gaming,13,AYM Esports,11
1051,/184471/team-secret-vs-gen-g-champions-tour-2023-pacific-league-w3,Champions Tour 2023: Pacific League,Team Secret,0,Gen.G,2
1052,/183782/mibr-vs-kr-esports-champions-tour-2023-americas-league-w2,Champions Tour 2023: Americas League,MIBR,2,KRÜ Esports,1
1053,/194115/solary-vs-wylde-challengers-league-france-revolution-split-2-w1,Challengers League France Revolution: Split 2,Solary,13,WYLDE,5
1054,/194114/sbg-vs-akroma-challengers-league-france-revolution-split-2-w1,Challengers League France Revolution: Split 2,SBG,13,Akroma,4
1055,/183781/nrg-esports-vs-sentinels-champions-tour-2023-americas-league-w2,Champions Tour 2023: Americas League,NRG Esports,2,Sentinels,0
1056,/189553/gonext-esports-vs-nom-esports-challengers-league-east-surge-split-2-r4,Challengers League East Surge: Split 2,GONext Esports,2,NOM Esports,13
1057,/194113/valiant-vs-zerance-challengers-league-france-revolution-split-2-w1,Challengers League France Revolution: Split 2,VALIANT,13,Zerance,4
1058,/189552/enterprise-esports-vs-acend-challengers-league-east-surge-split-2-r4,Challengers League East Surge: Split 2,Enterprise Esports,7,Acend,13
1059,/189075/fire-flux-esports-vs-s2g-esports-challengers-league-turkey-birlik-split-2-group-stage-w2,Challengers League Turkey Birlik: Split 2,Fire Flux Esports,1,S2G Esports,2
1060,/189551/diamant-esports-vs-b8-esports-challengers-league-east-surge-split-2-r4,Challengers League East Surge: Split 2,Diamant Esports,13,B8 Esports,4
1061,/188530/cgn-esports-vs-ovation-esports-challengers-league-dach-evolution-split-2-r3,Challengers League DACH Evolution: Split 2,CGN Esports,1,Ovation eSports,1
1062,/194112/3dmax-vs-mandatory-challengers-league-france-revolution-split-2-w1,Challengers League France Revolution: Split 2,3DMAX,15,Mandatory,17
1063,/189550/rapid-ninjas-vs-anonymo-esports-challengers-league-east-surge-split-2-r4,Challengers League East Surge: Split 2,Rapid Ninjas,15,Anonymo Esports,17
1064,/194111/joblife-vs-blx-utd-challengers-league-france-revolution-split-2-w1,Challengers League France Revolution: Split 2,Joblife,13,BLX UTD,10
1065,/185905/reckoning-esports-vs-orangutan-challengers-league-south-asia-split-1-w4,Challengers League South Asia: Split 1,Reckoning Esports,1,Orangutan,2
1066,/188529/mouz-vs-alternate-attax-challengers-league-dach-evolution-split-2-r3,Challengers League DACH Evolution: Split 2,MOUZ,2,ALTERNATE aTTaX,0
1067,/189549/tbd-vs-zero-tenacity-challengers-league-east-surge-split-2-r4,Challengers League East Surge: Split 2,TBD,13,Zero Tenacity,4
1068,/189074/fenerbah-e-esports-vs-papara-supermassive-challengers-league-turkey-birlik-split-2-group-stage-w,Challengers League Turkey Birlik: Split 2,Fenerbahçe Esports,0,Papara SuperMassive,2
1069,/184470/talon-esports-vs-drx-champions-tour-2023-pacific-league-w3,Champions Tour 2023: Pacific League,Talon Esports,0,DRX,2
1070,/184469/zeta-division-vs-global-esports-champions-tour-2023-pacific-league-w3,Champions Tour 2023: Pacific League,ZETA DIVISION,2,Global Esports,1
1071,/183780/leviat-n-vs-furia-champions-tour-2023-americas-league-w2,Champions Tour 2023: Americas League,Leviatán,1,FURIA,2
1072,/194110/valiant-vs-blx-utd-challengers-league-france-revolution-split-2-w1,Challengers League France Revolution: Split 2,VALIANT,13,BLX UTD,5
1073,/188393/outplayed-vs-axolotl-challengers-league-italy-rinascimento-split-2-w2,Challengers League Italy Rinascimento: Split 2,Outplayed,3,Axolotl,13
1074,/194109/solary-vs-akroma-challengers-league-france-revolution-split-2-w1,Challengers League France Revolution: Split 2,Solary,13,Akroma,8
1075,/189548/tbd-vs-enterprise-esports-challengers-league-east-surge-split-2-r3,Challengers League East Surge: Split 2,TBD,13,Enterprise Esports,15
1076,/183779/cloud9-vs-loud-champions-tour-2023-americas-league-w2,Champions Tour 2023: Americas League,Cloud9,1,LOUD,2
1077,/188392/qlash-vs-dsyre-challengers-league-italy-rinascimento-split-2-w2,Challengers League Italy Rinascimento: Split 2,QLASH,8,DSYRE,13
1078,/189547/gonext-esports-vs-b8-esports-challengers-league-east-surge-split-2-r3,Challengers League East Surge: Split 2,GONext Esports,11,B8 Esports,13
1079,/194108/sbg-vs-zerance-challengers-league-france-revolution-split-2-w1,Challengers League France Revolution: Split 2,SBG,13,Zerance,5
1080,/188391/macko-esports-vs-hmble-challengers-league-italy-rinascimento-split-2-w2,Challengers League Italy Rinascimento: Split 2,Macko Esports,13,HMBLE,5
1081,/189546/anonymo-esports-vs-acend-challengers-league-east-surge-split-2-r3,Challengers League East Surge: Split 2,Anonymo Esports,1,Acend,13
1082,/188390/gmt-esports-vs-wlgaming-esports-challengers-league-italy-rinascimento-split-2-w2,Challengers League Italy Rinascimento: Split 2,GMT Esports,13,WLGaming Esports,2
1083,/188468/saw-vs-vikings-fourteen-challengers-league-portugal-tempest-split-2-regular-season-r4,Challengers League Portugal Tempest: Split 2,SAW,13,VIKINGS Fourteen,8
1084,/188528/laterious-vs-cgn-esports-challengers-league-dach-evolution-split-2-r2,Challengers League DACH Evolution: Split 2,Laterious,1,CGN Esports,1
1085,/194107/3dmax-vs-wylde-challengers-league-france-revolution-split-2-w1,Challengers League France Revolution: Split 2,3DMAX,10,WYLDE,13
1086,/189073/galatasaray-esports-vs-stanbul-wildcats-challengers-league-turkey-birlik-split-2-group-stage-w2,Challengers League Turkey Birlik: Split 2,Galatasaray Esports,2,İstanbul Wildcats,0
1087,/188467/ex0tik-gaming-vs-panthers-esports-challengers-league-portugal-tempest-split-2-regular-season-r4,Challengers League Portugal Tempest: Split 2,EX0TIK GAMING,13,Panthers Esports,7
1088,/189545/rapid-ninjas-vs-zero-tenacity-challengers-league-east-surge-split-2-r3,Challengers League East Surge: Split 2,Rapid Ninjas,9,Zero Tenacity,13
1089,/194106/joblife-vs-mandatory-challengers-league-france-revolution-split-2-w1,Challengers League France Revolution: Split 2,Joblife,13,Mandatory,5
1090,/185904/true-rippers-vs-godlike-esports-challengers-league-south-asia-split-1-w4,Challengers League South Asia: Split 1,True Rippers,2,GodLike Esports,1
1091,/188466/ftw-esports-vs-impulse-gw-challengers-league-portugal-tempest-split-2-regular-season-r4,Challengers League Portugal Tempest: Split 2,FTW Esports,13,Impulse GW,6
1092,/188527/angry-titans-vs-aex-1-challengers-league-dach-evolution-split-2-r2,Challengers League DACH Evolution: Split 2,Angry Titans,1,AEX-1,1
1093,/189544/nom-esports-vs-diamant-esports-challengers-league-east-surge-split-2-r3,Challengers League East Surge: Split 2,NOM Esports,13,Diamant Esports,7
1094,/189072/digital-athletics-vs-thunderbolts-gaming-challengers-league-turkey-birlik-split-2-group-stage-w2,Challengers League Turkey Birlik: Split 2,Digital Athletics,2,Thunderbolts Gaming,0
1095,/188465/gtz-esports-vs-egn-esports-challengers-league-portugal-tempest-split-2-regular-season-r4,Challengers League Portugal Tempest: Split 2,GTZ Esports,13,EGN Esports,7
1096,/184468/t1-vs-paper-rex-champions-tour-2023-pacific-league-w3,Champions Tour 2023: Pacific League,T1,0,Paper Rex,2
1097,/184467/rex-regum-qeon-vs-detonation-focusme-champions-tour-2023-pacific-league-w3,Champions Tour 2023: Pacific League,Rex Regum Qeon,2,DetonatioN FocusMe,0
1098,/183948/koi-vs-giants-gaming-champions-tour-2023-emea-league-w2,Champions Tour 2023: EMEA League,KOI,0,Giants Gaming,2
1099,/183947/team-liquid-vs-karmine-corp-champions-tour-2023-emea-league-w2,Champions Tour 2023: EMEA League,Team Liquid,2,Karmine Corp,0
1100,/185903/lethal-esports-vs-medal-esports-challengers-league-south-asia-split-1-w4,Challengers League South Asia: Split 1,Lethal Esports,1,Medal Esports,2
1101,/188029/enigma-gaming-vs-louvre-challengers-league-malaysia-singapore-split-2-d6,Challengers League Malaysia/Singapore: Split 2,Enigma Gaming,2,Louvre,0
1102,/188131/ghost-commandos-vs-one-team-esports-challengers-league-taiwan-hong-kong-split-2-r2,Challengers League Taiwan/Hong Kong: Split 2,Ghost CommandoS,0,ONE Team Esports,2
1103,/188357/xerxia-esports-vs-the-infinity-esport-challengers-league-thailand-split-2-w2,Challengers League Thailand: Split 2,XERXIA Esports,2,The Infinity Esport,0
1104,/193648/fancy-united-esports-vs-team-big-baam-challengers-league-vietnam-split-2-d4,Challengers League Vietnam: Split 2,Fancy United Esports,2,Team Big BAAM,0
1105,/188028/x10-esports-vs-todak-challengers-league-malaysia-singapore-split-2-d6,Challengers League Malaysia/Singapore: Split 2,X10 Esports,2,Todak,0
1106,/193262/the-who-vs-95x-esports-challengers-league-oceania-split-2-group-stage-w1,Challengers League Oceania: Split 2,The Who?,0,95x Esports,2
1107,/188130/utt-esports-vs-anti-eco-eco-club-challengers-league-taiwan-hong-kong-split-2-r2,Challengers League Taiwan/Hong Kong: Split 2,UTT Esports,1,Anti Eco Eco Club,2
1108,/188356/made-in-thailand-vs-team-nkt-challengers-league-thailand-split-2-w2,Challengers League Thailand: Split 2,Made in Thailand,2,Team NKT,0
1109,/193261/guangzhou-long-lionz-vs-funcrew-challengers-league-oceania-split-2-group-stage-w1,Challengers League Oceania: Split 2,Guangzhou Long Lionz,0,Funcrew,2
1110,/193647/lazy-vs-team-lofi-challengers-league-vietnam-split-2-d4,Challengers League Vietnam: Split 2,LAZY,2,Team Lofi,1
1111,/193545/00nation-vs-tbk-esports-challengers-league-brazil-split-2-w1,Challengers League Brazil: Split 2,00Nation,2,TBK Esports,0
1112,/193544/oddik-vs-liberty-challengers-league-brazil-split-2-w1,Challengers League Brazil: Split 2,ODDIK,2,Liberty,0
1113,/183946/fnatic-vs-team-heretics-champions-tour-2023-emea-league-w2,Champions Tour 2023: EMEA League,FNATIC,2,Team Heretics,0
1114,/183945/natus-vincere-vs-bbl-esports-champions-tour-2023-emea-league-w2,Champions Tour 2023: EMEA League,Natus Vincere,2,BBL Esports,0
1115,/185902/velocity-gaming-vs-mlt-esports-challengers-league-south-asia-split-1-w4,Challengers League South Asia: Split 1,Velocity Gaming,2,MLT Esports,0
1116,/188027/kizuna-esports-vs-teo-teo-teo-challengers-league-malaysia-singapore-split-2-d5,Challengers League Malaysia/Singapore: Split 2,Kizuna Esports,2,Teo Teo Teo,1
1117,/188355/full-sense-vs-crit-esports-challengers-league-thailand-split-2-w2,Challengers League Thailand: Split 2,FULL SENSE,1,CRIT Esports,2
1118,/188129/roa-esports-vs-oblivion-force-challengers-league-taiwan-hong-kong-split-2-r2,Challengers League Taiwan/Hong Kong: Split 2,ROA Esports,0,Oblivion Force,2
1119,/193260/xyz-vs-nerdpunt-challengers-league-oceania-split-2-group-stage-w1,Challengers League Oceania: Split 2,xyz,0,NerdPunt,2
1120,/188026/bleed-vs-bikini-bottom-pratahouse-challengers-league-malaysia-singapore-split-2-d5,Challengers League Malaysia/Singapore: Split 2,BLEED,2,Bikini Bottom Pratahouse,0
1121,/193646/the-mad-men-vs-syko-challengers-league-vietnam-split-2-d3,Challengers League Vietnam: Split 2,The Mad Men,0,Syko,2
1122,/188128/s2-esports-vs-ghetto-artist-challengers-league-taiwan-hong-kong-split-2-r2,Challengers League Taiwan/Hong Kong: Split 2,S2 Esports,2,Ghetto Artist,1
1123,/188354/attack-all-around-vs-sharper-esport-challengers-league-thailand-split-2-w2,Challengers League Thailand: Split 2,Attack All Around,2,Sharper Esport,1
1124,/188328/le-crapaud-vs-alter-ego-challengers-league-indonesia-split-2-r5,Challengers League Indonesia: Split 2,Le Crapaud,0,Alter Ego,2
1125,/193259/koopa-troopas-vs-mammoth-esc-challengers-league-oceania-split-2-group-stage-w1,Challengers League Oceania: Split 2,Koopa Troopas,2,Mammoth ESC,1
1126,/193645/twokay-vs-tim-t-i-tr-challengers-league-vietnam-split-2-d3,Challengers League Vietnam: Split 2,TwoKay,0,Tim Tài Trơ,2
1127,/188327/dominatus-vs-hike-digital-esports-challengers-league-indonesia-split-2-r5,Challengers League Indonesia: Split 2,Dominatus,2,Hike Digital Esports,1
1128,/193543/red-canids-vs-tropicaos-challengers-league-brazil-split-2-w1,Challengers League Brazil: Split 2,RED Canids,0,TropiCaos,2
1129,/193542/the-union-vs-keyd-stars-challengers-league-brazil-split-2-w1,Challengers League Brazil: Split 2,The Union,2,Keyd Stars,1
1130,/183944/team-vitality-vs-fut-esports-champions-tour-2023-emea-league-w2,Champions Tour 2023: EMEA League,Team Vitality,0,FUT Esports,2
1131,/188025/louvre-vs-todak-challengers-league-malaysia-singapore-split-2-d4,Challengers League Malaysia/Singapore: Split 2,Louvre,0,Todak,2
1132,/185901/reckoning-esports-vs-aster-army-challengers-league-south-asia-split-1-w4,Challengers League South Asia: Split 1,Reckoning Esports,0,Aster Army,2
1133,/188353/made-in-thailand-vs-full-sense-challengers-league-thailand-split-2-w2,Challengers League Thailand: Split 2,Made in Thailand,2,FULL SENSE,0
1134,/189030/rambutan-ni-tatay-vs-naos-challengers-league-philippines-split-2-regular-season-w2,Challengers League Philippines: Split 2,Rambutan ni Tatay,0,NAOS,2
1135,/188024/enigma-gaming-vs-teo-teo-teo-challengers-league-malaysia-singapore-split-2-d4,Challengers League Malaysia/Singapore: Split 2,Enigma Gaming,2,Teo Teo Teo,1
1136,/188325/le-crapaud-vs-boom-esports-challengers-league-indonesia-split-2-r4,Challengers League Indonesia: Split 2,Le Crapaud,0,BOOM Esports,2
1137,/193313/tim-t-i-tr-vs-the-mad-men-challengers-league-vietnam-split-2-d2,Challengers League Vietnam: Split 2,Tim Tài Trơ,2,The Mad Men,0
1138,/188352/sharper-esport-vs-crit-esports-challengers-league-thailand-split-2-w2,Challengers League Thailand: Split 2,Sharper Esport,2,CRIT Esports,0
1139,/189029/stream-raiders-nacague-vs-action-ph-challengers-league-philippines-split-2-regular-season-w2,Challengers League Philippines: Split 2,Stream Raiders Nacague,0,Action PH,2
1140,/193312/team-lofi-vs-twokay-challengers-league-vietnam-split-2-d2,Challengers League Vietnam: Split 2,Team Lofi,2,TwoKay,0
1141,/188324/hike-digital-esports-vs-dewa-united-esports-challengers-league-indonesia-split-2-r4,Challengers League Indonesia: Split 2,Hike Digital Esports,2,Dewa United Esports,1
1142,/188323/alter-ego-vs-dominatus-challengers-league-indonesia-split-2-r4,Challengers League Indonesia: Split 2,Alter Ego,2,Dominatus,0
1143,/192958/team-queso-vs-kpi-gaming-challengers-league-spain-rising-split-2-r2,Challengers League Spain Rising: Split 2,Team Queso,13,KPI Gaming,8
1144,/192957/case-esports-vs-aym-esports-challengers-league-spain-rising-split-2-r2,Challengers League Spain Rising: Split 2,Case Esports,13,AYM Esports,8
1145,/192956/rebels-gaming-vs-ucam-tokiers-challengers-league-spain-rising-split-2-r2,Challengers League Spain Rising: Split 2,Rebels Gaming,10,UCAM Tokiers,13
1146,/192955/falcons-vs-movistar-riders-challengers-league-spain-rising-split-2-r2,Challengers League Spain Rising: Split 2,Falcons,9,Movistar Riders,13
1147,/192954/ramboot-club-vs-zeta-gaming-challengers-league-spain-rising-split-2-r2,Challengers League Spain Rising: Split 2,Ramboot Club,13,ZETA Gaming,10
1148,/189028/naos-vs-oasis-gaming-challengers-league-philippines-split-2-regular-season-w2,Challengers League Philippines: Split 2,NAOS,2,Oasis Gaming,1
1149,/192962/team-big-baam-vs-lazy-challengers-league-vietnam-split-2-d1,Challengers League Vietnam: Split 2,Team Big BAAM,2,LAZY,1
1150,/188322/dewa-united-esports-vs-le-crapaud-challengers-league-indonesia-split-2-r4,Challengers League Indonesia: Split 2,Dewa United Esports,2,Le Crapaud,0
1151,/189027/gamelab-alpha-vs-stream-raiders-nacague-challengers-league-philippines-split-2-regular-season-w2,Challengers League Philippines: Split 2,GameLab Alpha,2,Stream Raiders Nacague,1
1152,/192961/syko-vs-fancy-united-esports-challengers-league-vietnam-split-2-d1,Challengers League Vietnam: Split 2,Syko,0,Fancy United Esports,2
1153,/188320/arf-team-vs-boom-esports-challengers-league-indonesia-split-2-r3,Challengers League Indonesia: Split 2,ARF TEAM,2,BOOM Esports,0
1154,/188319/hike-digital-esports-vs-bigetron-arctic-challengers-league-indonesia-split-2-r3,Challengers League Indonesia: Split 2,Hike Digital Esports,0,Bigetron Arctic,2
1155,/188463/vikings-fourteen-vs-impulse-gw-challengers-league-portugal-tempest-split-2-regular-season-r3,Challengers League Portugal Tempest: Split 2,VIKINGS Fourteen,11,Impulse GW,13
1156,/188462/saw-vs-egn-esports-challengers-league-portugal-tempest-split-2-regular-season-r3,Challengers League Portugal Tempest: Split 2,SAW,13,EGN Esports,4
1157,/188461/ex0tik-gaming-vs-gtz-esports-challengers-league-portugal-tempest-split-2-regular-season-r3,Challengers League Portugal Tempest: Split 2,EX0TIK GAMING,5,GTZ Esports,13
1158,/188389/qlash-vs-wlgaming-esports-challengers-league-italy-rinascimento-split-2-w2,Challengers League Italy Rinascimento: Split 2,QLASH,13,WLGaming Esports,10
1159,/192483/case-esports-vs-team-queso-challengers-league-spain-rising-split-2-r1,Challengers League Spain Rising: Split 2,Case Esports,9,Team Queso,13
1160,/188460/ftw-esports-vs-panthers-esports-challengers-league-portugal-tempest-split-2-regular-season-r3,Challengers League Portugal Tempest: Split 2,FTW Esports,12,Panthers Esports,14
1161,/183778/leviat-n-vs-nrg-esports-champions-tour-2023-americas-league-w1,Champions Tour 2023: Americas League,Leviatán,2,NRG Esports,0
1162,/188388/gmt-esports-vs-macko-esports-challengers-league-italy-rinascimento-split-2-w2,Challengers League Italy Rinascimento: Split 2,GMT Esports,13,Macko Esports,5
1163,/188526/alternate-attax-vs-unicorns-of-love-challengers-league-dach-evolution-split-2-r2,Challengers League DACH Evolution: Split 2,ALTERNATE aTTaX,2,Unicorns of Love,0
1164,/192482/rebels-gaming-vs-kpi-gaming-challengers-league-spain-rising-split-2-r1,Challengers League Spain Rising: Split 2,Rebels Gaming,11,KPI Gaming,13
1165,/188556/fokus-vs-coalesce-challengers-league-northern-europe-polaris-split-2-r1,Challengers League Northern Europe Polaris: Split 2,FOKUS,2,Coalesce,0
1166,/188387/outplayed-vs-dsyre-challengers-league-italy-rinascimento-split-2-w2,Challengers League Italy Rinascimento: Split 2,Outplayed,3,DSYRE,13
1167,/189071/fire-flux-esports-vs-papara-supermassive-challengers-league-turkey-birlik-split-2-group-stage-w1,Challengers League Turkey Birlik: Split 2,Fire Flux Esports,2,Papara SuperMassive,1
1168,/192481/falcons-vs-aym-esports-challengers-league-spain-rising-split-2-r1,Challengers League Spain Rising: Split 2,Falcons,13,AYM Esports,10
1169,/188386/axolotl-vs-hmble-challengers-league-italy-rinascimento-split-2-w2,Challengers League Italy Rinascimento: Split 2,Axolotl,11,HMBLE,13
1170,/188525/ovation-esports-vs-mouz-challengers-league-dach-evolution-split-2-r2,Challengers League DACH Evolution: Split 2,Ovation eSports,0,MOUZ,2
1171,/192480/ramboot-club-vs-ucam-tokiers-challengers-league-spain-rising-split-2-r1,Challengers League Spain Rising: Split 2,Ramboot Club,5,UCAM Tokiers,13
1172,/188555/les-petits-bouffons-vs-who-cars-challengers-league-northern-europe-polaris-split-2-r1,Challengers League Northern Europe Polaris: Split 2,Les Petits Bouffons,0,who cars?,2
1173,/192479/zeta-gaming-vs-movistar-riders-challengers-league-spain-rising-split-2-r1,Challengers League Spain Rising: Split 2,ZETA Gaming,13,Movistar Riders,10
1174,/185899/true-rippers-vs-gods-reign-challengers-league-south-asia-split-1-w3,Challengers League South Asia: Split 1,True Rippers,1,Gods Reign,2
1175,/184466/global-esports-vs-drx-champions-tour-2023-pacific-league-w2,Champions Tour 2023: Pacific League,Global Esports,0,DRX,2
1176,/183777/evil-geniuses-vs-cloud9-champions-tour-2023-americas-league-w1,Champions Tour 2023: Americas League,Evil Geniuses,0,Cloud9,2
1177,/188385/axolotl-vs-macko-esports-challengers-league-italy-rinascimento-split-2-w1,Challengers League Italy Rinascimento: Split 2,Axolotl,7,Macko Esports,13
1178,/188384/outplayed-vs-qlash-challengers-league-italy-rinascimento-split-2-w1,Challengers League Italy Rinascimento: Split 2,Outplayed,11,QLASH,13
1179,/189543/tbd-vs-gonext-esports-challengers-league-east-surge-split-2-r2,Challengers League East Surge: Split 2,TBD,13,GONext Esports,4
1180,/183776/loud-vs-mibr-champions-tour-2023-americas-league-w1,Champions Tour 2023: Americas League,LOUD,2,MIBR,1
1181,/188383/gmt-esports-vs-dsyre-challengers-league-italy-rinascimento-split-2-w1,Challengers League Italy Rinascimento: Split 2,GMT Esports,13,DSYRE,4
1182,/189542/nom-esports-vs-enterprise-esports-challengers-league-east-surge-split-2-r2,Challengers League East Surge: Split 2,NOM Esports,7,Enterprise Esports,13
1183,/189070/digital-athletics-vs-stanbul-wildcats-challengers-league-turkey-birlik-split-2-group-stage-w1,Challengers League Turkey Birlik: Split 2,Digital Athletics,2,İstanbul Wildcats,0
1184,/189541/rapid-ninjas-vs-acend-challengers-league-east-surge-split-2-r2,Challengers League East Surge: Split 2,Rapid Ninjas,13,Acend,10
1185,/188458/ex0tik-gaming-vs-egn-esports-challengers-league-portugal-tempest-split-2-regular-season-r2,Challengers League Portugal Tempest: Split 2,EX0TIK GAMING,13,EGN Esports,6
1186,/188382/wlgaming-esports-vs-hmble-challengers-league-italy-rinascimento-split-2-w1,Challengers League Italy Rinascimento: Split 2,WLGaming Esports,15,HMBLE,13
1187,/188524/cgn-esports-vs-aex-1-challengers-league-dach-evolution-split-2-r1,Challengers League DACH Evolution: Split 2,CGN Esports,2,AEX-1,0
1188,/188457/ftw-esports-vs-gtz-esports-challengers-league-portugal-tempest-split-2-regular-season-r2,Challengers League Portugal Tempest: Split 2,FTW Esports,6,GTZ Esports,13
1189,/189540/zero-tenacity-vs-diamant-esports-challengers-league-east-surge-split-2-r2,Challengers League East Surge: Split 2,Zero Tenacity,10,Diamant Esports,13
1190,/185898/medal-esports-vs-reckoning-esports-challengers-league-south-asia-split-1-w3,Challengers League South Asia: Split 1,Medal Esports,0,Reckoning Esports,2
1191,/188456/saw-vs-impulse-gw-challengers-league-portugal-tempest-split-2-regular-season-r2,Challengers League Portugal Tempest: Split 2,SAW,13,Impulse GW,2
1192,/188523/mouz-vs-unicorns-of-love-challengers-league-dach-evolution-split-2-r1,Challengers League DACH Evolution: Split 2,MOUZ,2,Unicorns of Love,0
1193,/189539/b8-esports-vs-anonymo-esports-challengers-league-east-surge-split-2-r2,Challengers League East Surge: Split 2,B8 Esports,6,Anonymo Esports,13
1194,/189069/thunderbolts-gaming-vs-galatasaray-esports-challengers-league-turkey-birlik-split-2-group-stage,Challengers League Turkey Birlik: Split 2,Thunderbolts Gaming,0,Galatasaray Esports,2
1195,/188455/panthers-esports-vs-vikings-fourteen-challengers-league-portugal-tempest-split-2-regular-season,Challengers League Portugal Tempest: Split 2,Panthers Esports,14,VIKINGS Fourteen,12
1196,/184465/gen-g-vs-detonation-focusme-champions-tour-2023-pacific-league-w2,Champions Tour 2023: Pacific League,Gen.G,2,DetonatioN FocusMe,1
1197,/184463/team-secret-vs-paper-rex-champions-tour-2023-pacific-league-w2,Champions Tour 2023: Pacific League,Team Secret,2,Paper Rex,1
1198,/183775/kr-esports-vs-furia-champions-tour-2023-americas-league-w1,Champions Tour 2023: Americas League,KRÜ Esports,0,FURIA,2
1199,/188381/qlash-vs-gmt-esports-challengers-league-italy-rinascimento-split-2-w1,Challengers League Italy Rinascimento: Split 2,QLASH,8,GMT Esports,13
1200,/189538/enterprise-esports-vs-rapid-ninjas-challengers-league-east-surge-split-2-r1,Challengers League East Surge: Split 2,Enterprise Esports,9,Rapid Ninjas,13
1201,/188378/outplayed-vs-macko-esports-challengers-league-italy-rinascimento-split-2-w1,Challengers League Italy Rinascimento: Split 2,Outplayed,3,Macko Esports,13
1202,/183774/sentinels-vs-100-thieves-champions-tour-2023-americas-league-w1,Champions Tour 2023: Americas League,Sentinels,2,100 Thieves,1
1203,/189537/nom-esports-vs-anonymo-esports-challengers-league-east-surge-split-2-r1,Challengers League East Surge: Split 2,NOM Esports,10,Anonymo Esports,13
1204,/188379/axolotl-vs-wlgaming-esports-challengers-league-italy-rinascimento-split-2-w1,Challengers League Italy Rinascimento: Split 2,Axolotl,13,WLGaming Esports,9
1205,/189068/fenerbah-e-esports-vs-s2g-esports-challengers-league-turkey-birlik-split-2-group-stage-w1,Challengers League Turkey Birlik: Split 2,Fenerbahçe Esports,0,S2G Esports,2
1206,/189536/tbd-vs-b8-esports-challengers-league-east-surge-split-2-r1,Challengers League East Surge: Split 2,TBD,9,B8 Esports,13
1207,/188380/dsyre-vs-hmble-challengers-league-italy-rinascimento-split-2-w1,Challengers League Italy Rinascimento: Split 2,DSYRE,13,HMBLE,9
1208,/188522/ovation-esports-vs-angry-titans-challengers-league-dach-evolution-split-2-r1,Challengers League DACH Evolution: Split 2,Ovation eSports,1,Angry Titans,1
1209,/189535/gonext-esports-vs-zero-tenacity-challengers-league-east-surge-split-2-r1,Challengers League East Surge: Split 2,GONext Esports,5,Zero Tenacity,13
1210,/185897/godlike-esports-vs-velocity-gaming-challengers-league-south-asia-split-1-w3,Challengers League South Asia: Split 1,GodLike Esports,0,Velocity Gaming,2
1211,/188454/panthers-esports-vs-impulse-gw-challengers-league-portugal-tempest-split-2-regular-season-r1,Challengers League Portugal Tempest: Split 2,Panthers Esports,4,Impulse GW,13
1212,/188521/laterious-vs-alternate-attax-challengers-league-dach-evolution-split-2-r1,Challengers League DACH Evolution: Split 2,Laterious,0,ALTERNATE aTTaX,2
1213,/189534/diamant-esports-vs-acend-challengers-league-east-surge-split-2-r1,Challengers League East Surge: Split 2,Diamant Esports,13,Acend,11
1214,/189067/galakticos-vs-papara-supermassive-challengers-league-turkey-birlik-split-2-group-stage-w1,Challengers League Turkey Birlik: Split 2,Galakticos,1,Papara SuperMassive,2
1215,/188453/gtz-esports-vs-vikings-fourteen-challengers-league-portugal-tempest-split-2-regular-season-r1,Challengers League Portugal Tempest: Split 2,GTZ Esports,13,VIKINGS Fourteen,11
1216,/188452/ftw-esports-vs-egn-esports-challengers-league-portugal-tempest-split-2-regular-season-r1,Challengers League Portugal Tempest: Split 2,FTW Esports,2,EGN Esports,13
1217,/184462/talon-esports-vs-t1-champions-tour-2023-pacific-league-w2,Champions Tour 2023: Pacific League,Talon Esports,0,T1,2
1218,/188451/saw-vs-ex0tik-gaming-challengers-league-portugal-tempest-split-2-regular-season-r1,Challengers League Portugal Tempest: Split 2,SAW,13,EX0TIK GAMING,9
